case_id,description
10071,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
8047,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete
6438,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4978,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T05 Print and send confirmation of receipt - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
7807,Confirmation of receipt - complete
5286,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5517,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete
8755,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
4081,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5039,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete
5021,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
6335,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete
4185,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
709,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
4011,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
8079,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete
5560,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T08 Draft and send request for advice - complete → T09-4 Process or receive external advice from party 4 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5141,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
9966,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
7426,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete
4117,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
6028,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4516,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T13 Adjust document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
4762,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
6902,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
6015,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
9895,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-4 Draft internal advice to hold for type 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
7815,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete
11375,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete → T05 Print and send confirmation of receipt - complete
4084,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T07-5 Draft intern advice aspect 5 - complete
9088,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete
9076,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T07-5 Draft intern advice aspect 5 - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
4346,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
4518,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
11481,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
9776,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
9203,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
9289,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T04 Determine confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
891,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
4808,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T05 Print and send confirmation of receipt - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5044,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4157,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T06 Determine necessity of stop advice - complete → T06 Determine necessity of stop advice - complete → T07-4 Draft internal advice to hold for type 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
9532,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
4997,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T08 Draft and send request for advice - complete → T09-1 Process or receive external advice from party 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
7980,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T06 Determine necessity of stop advice - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4021,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
5748,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
9395,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
5235,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4592,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4827,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete → T11 Create document X request unlicensed - complete
6374,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-1 Process or receive external advice from party 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
4532,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
7358,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5533,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T04 Determine confirmation of receipt - complete → T14 Determine document X request unlicensed - complete → T05 Print and send confirmation of receipt - complete → T15 Print document X request unlicensed - complete
7917,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
10164,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete
6010,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
10324,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete
9407,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
6070,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
9921,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
3818,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
7535,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
9916,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-4 Draft internal advice to hold for type 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
4161,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T06 Determine necessity of stop advice - complete
5380,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4771,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-3 Draft intern advice hold for aspect 3 - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-3 Draft intern advice hold for aspect 3 - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-3 Draft intern advice hold for aspect 3 - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5998,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
9887,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete
10017,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete
4100,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
