case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5
4555,T02 Check confirmation of receipt - complete,Value10,2010/12/7 14:57:33,Value1,Value1,Value4,Value8,Value2
4555,T06 Determine necessity of stop advice - complete,Value10,2010/12/7 14:57:50,Value1,Value1,Value4,Value8,Value1
4555,T10 Determine necessity to stop indication - complete,Value10,2010/12/7 14:58:22,Value1,Value1,Value4,Value8,Value1
4555,T04 Determine confirmation of receipt - complete,Value2,2010/12/7 17:27:37,Value1,Value1,Value4,Value8,Value4
4555,T05 Print and send confirmation of receipt - complete,Value12,2010/12/8 9:40:16,Value1,Value1,Value4,Value8,Value5
4249,Confirmation of receipt - complete,Value30,2010/11/30 12:05:24,Value1,Value1,Value4,Value3,Value3
4249,T06 Determine necessity of stop advice - complete,Value30,2010/11/30 12:18:29,Value1,Value1,Value4,Value3,Value1
4249,T02 Check confirmation of receipt - complete,Value30,2010/11/30 12:19:15,Value1,Value1,Value4,Value3,Value3
4249,T10 Determine necessity to stop indication - complete,Value30,2010/11/30 12:19:49,Value1,Value1,Value4,Value3,Value1
4249,T04 Determine confirmation of receipt - complete,Value30,2010/11/30 12:20:31,Value1,Value1,Value4,Value3,Value4
4249,T05 Print and send confirmation of receipt - complete,Value30,2010/11/30 12:20:46,Value1,Value1,Value4,Value3,Value5
10483,Confirmation of receipt - complete,Value11,2012/1/9 11:31:42,Value1,Value1,Value2,Value13,Value3
10483,T02 Check confirmation of receipt - complete,Value11,2012/1/9 11:32:16,Value1,Value1,Value2,Value13,Value2
10483,T04 Determine confirmation of receipt - complete,Value11,2012/1/9 11:32:52,Value1,Value1,Value2,Value13,Value4
10483,T05 Print and send confirmation of receipt - complete,Value11,2012/1/9 11:33:18,Value1,Value1,Value2,Value13,Value5
6503,Confirmation of receipt - complete,Value4,2011/3/18 10:02:32,Value2,Value2,Value4,Value5,Value1
11458,Confirmation of receipt - complete,Value13,2012/1/23 15:39:28,Value1,Value1,Value2,Value12,Value3
11458,T02 Check confirmation of receipt - complete,Value13,2012/1/23 15:40:01,Value1,Value1,Value2,Value12,Value2
11458,T04 Determine confirmation of receipt - complete,Value13,2012/1/23 15:40:43,Value1,Value1,Value2,Value12,Value4
11458,T05 Print and send confirmation of receipt - complete,Value13,2012/1/23 15:41:12,Value1,Value1,Value2,Value12,Value5
11458,T06 Determine necessity of stop advice - complete,Value13,2012/1/23 15:42:10,Value1,Value1,Value2,Value12,Value1
11458,T10 Determine necessity to stop indication - complete,Value13,2012/1/23 15:42:55,Value1,Value1,Value2,Value12,Value1
10146,Confirmation of receipt - complete,Value5,2011/11/7 15:24:56,Value1,Value1,Value1,Value15,Value3
10146,T02 Check confirmation of receipt - complete,Value5,2011/11/7 15:25:46,Value1,Value1,Value1,Value15,Value2
10146,T04 Determine confirmation of receipt - complete,Value5,2011/11/16 12:05:43,Value1,Value1,Value1,Value15,Value3
10146,T05 Print and send confirmation of receipt - complete,Value5,2011/11/16 12:06:16,Value1,Value1,Value1,Value15,Value5
10146,T06 Determine necessity of stop advice - complete,Value5,2011/11/16 12:06:32,Value1,Value1,Value1,Value15,Value1
10146,T10 Determine necessity to stop indication - complete,Value5,2011/11/16 12:07:02,Value1,Value1,Value1,Value15,Value1
10675,Confirmation of receipt - complete,Value17,2011/12/23 14:36:26,Value1,Value1,Value2,Value16,Value3
10675,T06 Determine necessity of stop advice - complete,Value17,2011/12/23 14:38:24,Value1,Value1,Value2,Value16,Value1
10675,T10 Determine necessity to stop indication - complete,Value17,2011/12/23 14:39:08,Value1,Value1,Value2,Value16,Value1
4081,Confirmation of receipt - complete,Value10,2010/11/5 8:58:23,Value1,Value3,Value4,Value8,Value1
4081,T02 Check confirmation of receipt - complete,Value23,2010/11/5 9:39:30,Value1,Value3,Value4,Value8,Value3
4081,T03 Adjust confirmation of receipt - complete,Value10,2010/11/5 11:22:11,Value1,Value3,Value4,Value8,Value1
4081,T02 Check confirmation of receipt - complete,Value23,2010/11/9 15:45:27,Value1,Value3,Value4,Value8,Value3
4081,T04 Determine confirmation of receipt - complete,Value2,2010/11/12 15:02:27,Value1,Value3,Value4,Value8,Value4
4081,T05 Print and send confirmation of receipt - complete,Value12,2010/11/16 10:29:07,Value1,Value3,Value4,Value8,Value5
4081,T06 Determine necessity of stop advice - complete,Value10,2010/11/18 12:24:29,Value1,Value3,Value4,Value8,Value1
4081,T10 Determine necessity to stop indication - complete,Value10,2010/11/18 12:24:43,Value1,Value3,Value4,Value8,Value1
4410,Confirmation of receipt - complete,Value30,2010/12/13 12:03:27,Value1,Value1,Value4,Value3,Value3
4410,T02 Check confirmation of receipt - complete,Value30,2010/12/13 12:03:51,Value1,Value1,Value4,Value3,Value2
4410,T04 Determine confirmation of receipt - complete,Value30,2010/12/13 12:04:12,Value1,Value1,Value4,Value3,Value4
4410,T05 Print and send confirmation of receipt - complete,Value30,2010/12/13 12:04:50,Value1,Value1,Value4,Value3,Value3
4410,T06 Determine necessity of stop advice - complete,Value30,2010/12/13 12:05:04,Value1,Value1,Value4,Value3,Value1
4410,T10 Determine necessity to stop indication - complete,Value30,2010/12/13 12:05:25,Value1,Value1,Value4,Value3,Value1
10757,Confirmation of receipt - complete,Value6,2011/12/13 12:09:29,Value1,Value1,Value2,Value4,Value3
10757,T02 Check confirmation of receipt - complete,Value6,2011/12/13 15:18:52,Value1,Value1,Value2,Value4,Value2
10757,T04 Determine confirmation of receipt - complete,Value6,2011/12/13 15:19:42,Value1,Value1,Value2,Value4,Value4
10757,T05 Print and send confirmation of receipt - complete,Value6,2011/12/13 15:20:27,Value1,Value1,Value2,Value4,Value5
10757,T06 Determine necessity of stop advice - complete,Value6,2011/12/13 15:28:47,Value1,Value1,Value2,Value4,Value1
10757,T10 Determine necessity to stop indication - complete,Value6,2011/12/13 15:29:30,Value1,Value1,Value2,Value4,Value1
6145,Confirmation of receipt - complete,Value32,2011/2/23 12:45:31,Value1,Value1,Value4,Value28,Value3
6145,T06 Determine necessity of stop advice - complete,Value32,2011/2/23 12:51:58,Value1,Value1,Value4,Value28,Value1
6145,T10 Determine necessity to stop indication - complete,Value32,2011/2/28 10:47:25,Value1,Value1,Value4,Value28,Value1
6145,T02 Check confirmation of receipt - complete,Value2,2011/2/28 11:53:01,Value1,Value1,Value4,Value28,Value2
6145,T04 Determine confirmation of receipt - complete,Value2,2011/2/28 11:53:15,Value1,Value1,Value4,Value28,Value4
6145,T05 Print and send confirmation of receipt - complete,Value12,2011/3/1 10:13:08,Value1,Value1,Value4,Value28,Value5
7686,Confirmation of receipt - complete,Value15,2011/5/26 15:18:56,Value1,Value1,Value3,Value3,Value3
7686,T02 Check confirmation of receipt - complete,Value15,2011/5/26 15:19:11,Value1,Value1,Value3,Value3,Value2
7686,T04 Determine confirmation of receipt - complete,Value15,2011/5/26 15:19:24,Value1,Value1,Value3,Value3,Value4
7686,T05 Print and send confirmation of receipt - complete,Value15,2011/5/26 15:19:44,Value1,Value1,Value3,Value3,Value5
7686,T06 Determine necessity of stop advice - complete,Value15,2011/6/28 13:18:34,Value1,Value1,Value3,Value3,Value1
7686,T10 Determine necessity to stop indication - complete,Value15,2011/6/28 13:19:29,Value1,Value1,Value3,Value3,Value1
9088,Confirmation of receipt - complete,Value3,2011/9/5 9:20:23,Value1,Value1,Value5,Value21,Value3
9088,T06 Determine necessity of stop advice - complete,Value4,2011/9/5 10:52:53,Value1,Value1,Value5,Value21,Value1
9088,T02 Check confirmation of receipt - complete,Value4,2011/9/5 10:52:54,Value1,Value1,Value5,Value21,Value2
5536,Confirmation of receipt - complete,Value10,2011/2/10 13:13:09,Value1,Value1,Value4,Value8,Value3
5536,T02 Check confirmation of receipt - complete,Value10,2011/2/10 13:13:25,Value1,Value1,Value4,Value8,Value2
5536,T06 Determine necessity of stop advice - complete,Value10,2011/2/10 13:14:55,Value1,Value1,Value4,Value8,Value1
5536,T10 Determine necessity to stop indication - complete,Value10,2011/2/10 13:15:12,Value1,Value1,Value4,Value8,Value1
5536,T04 Determine confirmation of receipt - complete,Value2,2011/2/11 8:49:05,Value1,Value1,Value4,Value8,Value3
5536,T05 Print and send confirmation of receipt - complete,Value12,2011/2/11 9:12:14,Value1,Value1,Value4,Value8,Value5
9368,Confirmation of receipt - complete,Value15,2011/9/8 10:45:42,Value1,Value1,Value3,Value3,Value3
9368,T02 Check confirmation of receipt - complete,Value15,2011/9/8 10:46:10,Value1,Value1,Value3,Value3,Value2
9368,T04 Determine confirmation of receipt - complete,Value15,2011/9/8 10:46:46,Value1,Value1,Value3,Value3,Value4
9368,T05 Print and send confirmation of receipt - complete,Value15,2011/9/8 10:47:05,Value1,Value1,Value3,Value3,Value5
9368,T06 Determine necessity of stop advice - complete,Value15,2011/9/8 10:47:23,Value1,Value1,Value3,Value3,Value1
9368,T10 Determine necessity to stop indication - complete,Value15,2011/9/8 10:47:44,Value1,Value1,Value3,Value3,Value1
5037,Confirmation of receipt - complete,Value29,2011/1/4 16:37:29,Value1,Value1,Value4,Value24,Value3
5037,T02 Check confirmation of receipt - complete,Value31,2011/1/5 11:09:05,Value1,Value1,Value4,Value24,Value3
5037,T04 Determine confirmation of receipt - complete,Value2,2011/1/5 12:38:05,Value1,Value1,Value4,Value24,Value4
5037,T05 Print and send confirmation of receipt - complete,Value29,2011/1/6 12:29:37,Value1,Value1,Value4,Value24,Value5
5037,T06 Determine necessity of stop advice - complete,Value29,2011/1/6 12:30:02,Value1,Value1,Value4,Value24,Value1
5037,T10 Determine necessity to stop indication - complete,Value29,2011/1/6 12:33:51,Value1,Value1,Value4,Value24,Value1
7628,Confirmation of receipt - complete,Value32,2011/6/6 12:13:35,Value1,Value1,Value2,Value13,Value3
7628,T02 Check confirmation of receipt - complete,Value32,2011/6/6 12:13:52,Value1,Value1,Value2,Value13,Value2
7628,T04 Determine confirmation of receipt - complete,Value32,2011/6/6 12:14:23,Value1,Value1,Value2,Value13,Value4
7628,T06 Determine necessity of stop advice - complete,Value32,2011/6/6 12:15:48,Value1,Value1,Value2,Value13,Value1
7628,T10 Determine necessity to stop indication - complete,Value32,2011/6/6 14:34:54,Value1,Value1,Value2,Value13,Value1
7628,T05 Print and send confirmation of receipt - complete,Value12,2011/6/16 14:55:31,Value1,Value1,Value2,Value13,Value5
9896,Confirmation of receipt - complete,Value4,2011/10/24 15:28:41,Value1,Value1,Value5,Value21,Value3
8854,Confirmation of receipt - complete,Value17,2011/8/2 15:36:38,Value1,Value1,Value6,Value36,Value3
8854,T02 Check confirmation of receipt - complete,Value17,2011/8/2 15:38:12,Value1,Value1,Value6,Value36,Value2
8854,T04 Determine confirmation of receipt - complete,Value17,2011/8/2 15:38:39,Value1,Value1,Value6,Value36,Value4
8854,T05 Print and send confirmation of receipt - complete,Value17,2011/8/2 15:39:04,Value1,Value1,Value6,Value36,Value5
8854,T06 Determine necessity of stop advice - complete,Value17,2011/8/2 15:39:28,Value1,Value1,Value6,Value36,Value1
8854,T10 Determine necessity to stop indication - complete,Value17,2011/8/2 15:40:09,Value1,Value1,Value6,Value36,Value1
8841,Confirmation of receipt - complete,Value15,2011/8/11 8:53:05,Value1,Value1,Value3,Value3,Value3
8841,T02 Check confirmation of receipt - complete,Value15,2011/8/11 8:53:24,Value1,Value1,Value3,Value3,Value2
8841,T04 Determine confirmation of receipt - complete,Value15,2011/8/11 8:53:40,Value1,Value1,Value3,Value3,Value4
8841,T05 Print and send confirmation of receipt - complete,Value15,2011/8/11 8:53:59,Value1,Value1,Value3,Value3,Value5
8841,T06 Determine necessity of stop advice - complete,Value15,2011/8/11 8:54:40,Value1,Value1,Value3,Value3,Value1
8841,T10 Determine necessity to stop indication - complete,Value15,2011/8/11 8:55:03,Value1,Value1,Value3,Value3,Value1
5686,Confirmation of receipt - complete,Value15,2011/2/11 9:30:01,Value1,Value1,Value4,Value11,Value3
5686,T02 Check confirmation of receipt - complete,Value15,2011/2/11 9:30:21,Value1,Value1,Value4,Value11,Value2
5686,T04 Determine confirmation of receipt - complete,Value15,2011/2/11 9:31:56,Value1,Value1,Value4,Value11,Value4
5686,T05 Print and send confirmation of receipt - complete,Value15,2011/2/11 9:32:10,Value1,Value1,Value4,Value11,Value5
5686,T06 Determine necessity of stop advice - complete,Value15,2011/2/11 9:33:28,Value1,Value1,Value4,Value11,Value1
5686,T10 Determine necessity to stop indication - complete,Value15,2011/2/11 9:33:54,Value1,Value1,Value4,Value11,Value1
6297,Confirmation of receipt - complete,Value32,2011/3/10 8:56:43,Value2,Value1,Value2,Value13,Value3
6297,T06 Determine necessity of stop advice - complete,Value32,2011/3/10 8:57:35,Value2,Value1,Value2,Value13,Value1
6297,T10 Determine necessity to stop indication - complete,Value32,2011/3/10 8:58:06,Value2,Value1,Value2,Value13,Value1
6297,T02 Check confirmation of receipt - complete,Value26,2011/3/14 12:39:42,Value2,Value1,Value2,Value13,Value3
6297,T04 Determine confirmation of receipt - complete,Value26,2011/3/14 12:41:16,Value2,Value1,Value2,Value13,Value3
6297,T05 Print and send confirmation of receipt - complete,Value12,2011/3/15 12:19:36,Value2,Value1,Value2,Value13,Value5
10636,Confirmation of receipt - complete,Value1,2012/1/18 10:04:47,Value1,Value1,Value1,Value1,Value3
10636,T02 Check confirmation of receipt - complete,Value1,2012/1/18 10:05:30,Value1,Value1,Value1,Value1,Value2
10636,T04 Determine confirmation of receipt - complete,Value1,2012/1/18 10:06:07,Value1,Value1,Value1,Value1,Value4
10636,T05 Print and send confirmation of receipt - complete,Value1,2012/1/18 10:06:51,Value1,Value1,Value1,Value1,Value5
10636,T06 Determine necessity of stop advice - complete,Value1,2012/1/18 10:07:26,Value1,Value1,Value1,Value1,Value1
10636,T10 Determine necessity to stop indication - complete,Value1,2012/1/18 10:08:02,Value1,Value1,Value1,Value1,Value1
4146,Confirmation of receipt - complete,Value29,2010/11/25 16:15:12,Value1,Value1,Value4,Value4,Value3
4146,T06 Determine necessity of stop advice - complete,Value29,2010/11/25 16:15:43,Value1,Value1,Value4,Value4,Value1
4146,T10 Determine necessity to stop indication - complete,Value29,2010/11/25 16:16:30,Value1,Value1,Value4,Value4,Value1
4146,T02 Check confirmation of receipt - complete,Value30,2010/11/30 9:09:54,Value1,Value1,Value4,Value4,Value3
4146,T04 Determine confirmation of receipt - complete,Value30,2010/11/30 9:10:50,Value1,Value1,Value4,Value4,Value3
4146,T05 Print and send confirmation of receipt - complete,Value30,2010/11/30 9:11:12,Value1,Value1,Value4,Value4,Value5
9883,Confirmation of receipt - complete,Value17,2011/11/24 14:05:19,Value1,Value1,Value2,Value16,Value3
9883,T02 Check confirmation of receipt - complete,Value17,2011/11/24 14:05:55,Value1,Value1,Value2,Value16,Value2
9883,T04 Determine confirmation of receipt - complete,Value17,2011/11/24 14:07:06,Value1,Value1,Value2,Value16,Value4
9883,T05 Print and send confirmation of receipt - complete,Value17,2011/11/24 14:07:33,Value1,Value1,Value2,Value16,Value5
9883,T06 Determine necessity of stop advice - complete,Value17,2011/11/24 14:08:11,Value1,Value1,Value2,Value16,Value1
9883,T10 Determine necessity to stop indication - complete,Value17,2011/11/24 14:08:58,Value1,Value1,Value2,Value16,Value1
7566,Confirmation of receipt - complete,Value13,2011/5/23 11:58:36,Value1,Value1,Value4,Value12,Value1
7566,T02 Check confirmation of receipt - complete,Value13,2011/5/23 12:19:03,Value1,Value1,Value4,Value12,Value2
7566,T04 Determine confirmation of receipt - complete,Value13,2011/5/23 12:19:22,Value1,Value1,Value4,Value12,Value4
7566,T05 Print and send confirmation of receipt - complete,Value13,2011/5/23 12:23:44,Value1,Value1,Value4,Value12,Value5
7566,T06 Determine necessity of stop advice - complete,Value13,2011/5/23 12:24:04,Value1,Value1,Value4,Value12,Value1
7566,T10 Determine necessity to stop indication - complete,Value13,2011/5/23 12:24:27,Value1,Value1,Value4,Value12,Value1
10571,Confirmation of receipt - complete,Value4,2011/12/9 10:15:05,Value1,Value1,Value2,Value2,Value3
7612,Confirmation of receipt - complete,Value17,2011/6/7 14:21:40,Value1,Value1,Value4,Value16,Value3
7612,T06 Determine necessity of stop advice - complete,Value17,2011/6/7 14:22:18,Value1,Value1,Value4,Value16,Value1
7612,T10 Determine necessity to stop indication - complete,Value17,2011/6/7 14:25:17,Value1,Value1,Value4,Value16,Value1
7612,T02 Check confirmation of receipt - complete,Value17,2011/6/7 14:33:37,Value1,Value1,Value4,Value16,Value2
7612,T04 Determine confirmation of receipt - complete,Value17,2011/6/7 14:33:59,Value1,Value1,Value4,Value16,Value4
7612,T05 Print and send confirmation of receipt - complete,Value17,2011/6/7 14:34:12,Value1,Value1,Value4,Value16,Value5
7612,T16 Report reasons to hold request - complete,Value17,2011/6/7 14:35:39,Value1,Value1,Value4,Value16,Value1
7612,T17 Check report Y to stop indication - complete,Value17,2011/6/7 14:35:58,Value1,Value1,Value4,Value16,Value2
7612,T19 Determine report Y to stop indication - complete,Value17,2011/6/7 14:36:16,Value1,Value1,Value4,Value16,Value4
7612,T20 Print report Y to stop indication - complete,Value17,2011/6/7 14:36:33,Value1,Value1,Value4,Value16,Value5
8743,Confirmation of receipt - complete,Value21,2011/7/22 9:15:20,Value1,Value1,Value2,Value18,Value1
8743,T02 Check confirmation of receipt - complete,Value19,2011/8/17 13:48:11,Value1,Value1,Value2,Value18,Value3
8743,T04 Determine confirmation of receipt - complete,Value19,2011/9/5 10:55:43,Value1,Value1,Value2,Value18,Value3
8743,T05 Print and send confirmation of receipt - complete,Value19,2011/9/5 10:56:07,Value1,Value1,Value2,Value18,Value5
8743,T06 Determine necessity of stop advice - complete,Value19,2011/9/5 10:56:27,Value1,Value1,Value2,Value18,Value1
8743,T10 Determine necessity to stop indication - complete,Value19,2011/9/5 10:56:49,Value1,Value1,Value2,Value18,Value1
6997,Confirmation of receipt - complete,Value29,2011/5/2 8:59:03,Value1,Value1,Value4,Value11,Value3
6997,T02 Check confirmation of receipt - complete,Value29,2011/5/2 8:59:19,Value1,Value1,Value4,Value11,Value2
6997,T06 Determine necessity of stop advice - complete,Value29,2011/5/2 8:59:35,Value1,Value1,Value4,Value11,Value1
6997,T04 Determine confirmation of receipt - complete,Value29,2011/5/2 8:59:50,Value1,Value1,Value4,Value11,Value4
