case_id,description
4516,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T13 Adjust document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
9407,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
4518,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
8318,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
6028,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4188,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-4 Process or receive external advice from party 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
709,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
9532,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5998,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
3983,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
4641,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4117,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
9289,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T04 Determine confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
4144,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
5044,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
7815,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete
7016,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T08 Draft and send request for advice - complete → T09-4 Process or receive external advice from party 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5595,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T07-1 Draft intern advice aspect 1 - complete → T07-2 Draft intern advice aspect 2 - complete → T09-1 Process or receive external advice from party 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4084,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T07-5 Draft intern advice aspect 5 - complete
5286,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
7305,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
8755,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
9916,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-4 Draft internal advice to hold for type 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
6335,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T18 Adjust report Y to stop indicition - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete
9088,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete
6010,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4328,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete
7917,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
4532,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
4762,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
6438,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
5235,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
8656,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete
4592,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
7426,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete
6015,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
10164,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete
4827,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete → T11 Create document X request unlicensed - complete
5046,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
5517,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete
8047,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete
4553,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T07-4 Draft internal advice to hold for type 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
9395,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
9776,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
4111,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete
7612,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete
5021,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
4941,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
9804,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete
8079,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete
4175,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
3961,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-3 Draft intern advice hold for aspect 3 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
8323,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T07-1 Draft intern advice aspect 1 - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
9895,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-4 Draft internal advice to hold for type 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4978,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T05 Print and send confirmation of receipt - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
3818,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
3984,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T07-1 Draft intern advice aspect 1 - complete → T08 Draft and send request for advice - complete → T09-1 Process or receive external advice from party 1 - complete → T07-3 Draft intern advice hold for aspect 3 - complete → T07-4 Draft internal advice to hold for type 4 - complete → T07-2 Draft intern advice aspect 2 - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5585,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T02 Check confirmation of receipt - complete → T07-2 Draft intern advice aspect 2 - complete
6751,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T03 Adjust confirmation of receipt - complete
9887,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete
10071,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
4539,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T08 Draft and send request for advice - complete → T09-1 Process or receive external advice from party 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4185,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
10017,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete
3877,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T08 Draft and send request for advice - complete → T07-5 Draft intern advice aspect 5 - complete → T09-4 Process or receive external advice from party 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
