case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5
8141,T06 Determine necessity of stop advice - complete,Value6,2011/7/21 10:28:10,Value2,Value1,Value2,Value4,Value1
8141,T02 Check confirmation of receipt - complete,Value6,2011/11/9 8:53:08,Value2,Value1,Value2,Value4,Value3
8141,T04 Determine confirmation of receipt - complete,Value6,2011/11/9 8:53:24,Value2,Value1,Value2,Value4,Value4
8141,T05 Print and send confirmation of receipt - complete,Value6,2011/11/9 8:57:50,Value2,Value1,Value2,Value4,Value5
8141,T10 Determine necessity to stop indication - complete,Value6,2011/12/6 16:07:31,Value2,Value1,Value2,Value4,Value1
7016,Confirmation of receipt - complete,Value14,2011/5/2 12:46:29,Value1,Value1,Value4,Value14,Value3
7016,T02 Check confirmation of receipt - complete,Value14,2011/5/2 13:34:33,Value1,Value1,Value4,Value14,Value2
7016,T04 Determine confirmation of receipt - complete,Value14,2011/5/2 13:34:59,Value1,Value1,Value4,Value14,Value4
7016,T05 Print and send confirmation of receipt - complete,Value14,2011/5/2 13:37:26,Value1,Value1,Value4,Value14,Value5
7016,T06 Determine necessity of stop advice - complete,Value14,2011/5/2 13:45:24,Value1,Value1,Value4,Value14,Value1
7016,T07-1 Draft intern advice aspect 1 - complete,Value14,2011/5/2 13:46:25,Value1,Value1,Value4,Value14,Value6
7016,T08 Draft and send request for advice - complete,Value14,2011/5/2 13:47:16,Value1,Value1,Value4,Value14,Value1
7016,T09-4 Process or receive external advice from party 4 - complete,Value14,2011/5/2 13:47:38,Value1,Value1,Value4,Value14,Value1
7016,T06 Determine necessity of stop advice - complete,Value14,2011/5/2 13:48:15,Value1,Value1,Value4,Value14,Value1
7016,T10 Determine necessity to stop indication - complete,Value14,2011/5/2 13:48:51,Value1,Value1,Value4,Value14,Value1
8047,Confirmation of receipt - complete,Value4,2011/6/15 8:43:42,Value1,Value1,Value4,Value19,Value1
8047,T02 Check confirmation of receipt - complete,Value47,2011/6/15 10:54:48,Value1,Value1,Value4,Value19,Value2
8047,T06 Determine necessity of stop advice - complete,Value22,2011/6/15 11:51:35,Value1,Value1,Value4,Value19,Value1
8047,T10 Determine necessity to stop indication - complete,Value22,2011/6/15 11:55:26,Value1,Value1,Value4,Value19,Value1
8047,T04 Determine confirmation of receipt - complete,Value22,2011/6/15 20:55:28,Value1,Value1,Value4,Value19,Value4
8047,T03 Adjust confirmation of receipt - complete,Value22,2011/6/15 20:55:48,Value1,Value1,Value4,Value19,Value1
8047,T02 Check confirmation of receipt - complete,Value22,2011/6/15 20:59:51,Value1,Value1,Value4,Value19,Value2
4920,Confirmation of receipt - complete,Value32,2011/1/12 14:45:57,Value3,Value1,Value4,Value28,Value3
4920,T02 Check confirmation of receipt - complete,Value2,2011/1/13 11:15:13,Value3,Value1,Value4,Value28,Value2
4920,T04 Determine confirmation of receipt - complete,Value2,2011/1/13 11:15:33,Value3,Value1,Value4,Value28,Value4
4920,T05 Print and send confirmation of receipt - complete,Value12,2011/1/18 9:40:49,Value3,Value1,Value4,Value28,Value5
4920,T06 Determine necessity of stop advice - complete,Value32,2011/1/24 8:59:58,Value3,Value1,Value4,Value28,Value1
4920,T10 Determine necessity to stop indication - complete,Value32,2011/1/24 9:00:21,Value3,Value1,Value4,Value28,Value1
6169,Confirmation of receipt - complete,Value32,2011/2/25 14:29:00,Value1,Value1,Value4,Value28,Value3
6169,T06 Determine necessity of stop advice - complete,Value32,2011/2/28 11:56:50,Value1,Value1,Value4,Value28,Value1
6169,T10 Determine necessity to stop indication - complete,Value32,2011/2/28 11:57:19,Value1,Value1,Value4,Value28,Value1
6169,T02 Check confirmation of receipt - complete,Value32,2011/3/4 13:41:43,Value1,Value1,Value4,Value28,Value3
6169,T04 Determine confirmation of receipt - complete,Value2,2011/3/7 16:22:27,Value1,Value1,Value4,Value28,Value4
6169,T05 Print and send confirmation of receipt - complete,Value12,2011/3/8 10:22:36,Value1,Value1,Value4,Value28,Value5
8840,Confirmation of receipt - complete,Value6,2011/8/4 8:39:45,Value1,Value1,Value2,Value4,Value3
8840,T02 Check confirmation of receipt - complete,Value6,2011/8/4 8:40:05,Value1,Value1,Value2,Value4,Value2
8840,T04 Determine confirmation of receipt - complete,Value6,2011/8/4 8:40:20,Value1,Value1,Value2,Value4,Value4
8840,T05 Print and send confirmation of receipt - complete,Value6,2011/8/4 8:40:37,Value1,Value1,Value2,Value4,Value5
8840,T06 Determine necessity of stop advice - complete,Value6,2011/8/4 8:41:54,Value1,Value1,Value2,Value4,Value1
8840,T10 Determine necessity to stop indication - complete,Value6,2011/8/4 8:43:07,Value1,Value1,Value2,Value4,Value1
7685,Confirmation of receipt - complete,Value17,2011/7/4 12:08:41,Value1,Value1,Value2,Value13,Value3
7685,T02 Check confirmation of receipt - complete,Value17,2011/7/4 12:09:49,Value1,Value1,Value2,Value13,Value2
7685,T04 Determine confirmation of receipt - complete,Value17,2011/7/4 12:10:23,Value1,Value1,Value2,Value13,Value4
7685,T05 Print and send confirmation of receipt - complete,Value17,2011/7/4 12:11:08,Value1,Value1,Value2,Value13,Value5
7685,T06 Determine necessity of stop advice - complete,Value17,2011/7/4 13:55:34,Value1,Value1,Value2,Value13,Value1
7685,T10 Determine necessity to stop indication - complete,Value17,2011/7/4 14:01:47,Value1,Value1,Value2,Value13,Value1
10779,Confirmation of receipt - complete,Value17,2011/12/7 15:52:49,Value1,Value1,Value2,Value16,Value1
10779,T06 Determine necessity of stop advice - complete,Value17,2011/12/7 15:56:57,Value1,Value1,Value2,Value16,Value1
10779,T02 Check confirmation of receipt - complete,Value17,2011/12/7 15:58:30,Value1,Value1,Value2,Value16,Value2
10779,T10 Determine necessity to stop indication - complete,Value17,2011/12/7 15:59:41,Value1,Value1,Value2,Value16,Value1
10779,T04 Determine confirmation of receipt - complete,Value17,2011/12/7 16:00:17,Value1,Value1,Value2,Value16,Value4
10779,T05 Print and send confirmation of receipt - complete,Value17,2011/12/7 16:00:46,Value1,Value1,Value2,Value16,Value5
9955,Confirmation of receipt - complete,Value11,2011/10/31 14:52:30,Value1,Value1,Value2,Value13,Value3
9955,T02 Check confirmation of receipt - complete,Value11,2011/10/31 14:52:54,Value1,Value1,Value2,Value13,Value2
9955,T04 Determine confirmation of receipt - complete,Value11,2011/10/31 14:53:19,Value1,Value1,Value2,Value13,Value4
9955,T05 Print and send confirmation of receipt - complete,Value11,2011/10/31 14:53:51,Value1,Value1,Value2,Value13,Value5
9955,T06 Determine necessity of stop advice - complete,Value11,2011/11/23 8:38:58,Value1,Value1,Value2,Value13,Value1
9955,T10 Determine necessity to stop indication - complete,Value11,2011/11/23 13:57:38,Value1,Value1,Value2,Value13,Value1
5558,Confirmation of receipt - complete,Value13,2011/2/3 10:59:56,Value1,Value1,Value4,Value12,Value3
5558,T02 Check confirmation of receipt - complete,Value13,2011/2/3 11:00:14,Value1,Value1,Value4,Value12,Value2
5558,T04 Determine confirmation of receipt - complete,Value1,2011/2/3 11:04:02,Value1,Value1,Value4,Value12,Value4
5558,T05 Print and send confirmation of receipt - complete,Value1,2011/2/3 11:05:05,Value1,Value1,Value4,Value12,Value5
5558,T06 Determine necessity of stop advice - complete,Value13,2011/2/3 11:08:45,Value1,Value1,Value4,Value12,Value1
5558,T10 Determine necessity to stop indication - complete,Value13,2011/2/3 11:11:58,Value1,Value1,Value4,Value12,Value1
10198,Confirmation of receipt - complete,Value5,2011/11/7 15:41:35,Value1,Value1,Value3,Value3,Value3
10198,T06 Determine necessity of stop advice - complete,Value5,2011/11/7 15:42:01,Value1,Value1,Value3,Value3,Value1
10198,T02 Check confirmation of receipt - complete,Value5,2011/11/7 15:42:26,Value1,Value1,Value3,Value3,Value2
10198,T04 Determine confirmation of receipt - complete,Value5,2011/11/7 15:42:53,Value1,Value1,Value3,Value3,Value4
10198,T05 Print and send confirmation of receipt - complete,Value5,2011/11/7 15:43:10,Value1,Value1,Value3,Value3,Value5
10198,T10 Determine necessity to stop indication - complete,Value5,2011/11/7 15:43:33,Value1,Value1,Value3,Value3,Value1
5311,Confirmation of receipt - complete,Value17,2011/1/17 13:58:21,Value2,Value1,Value4,Value16,Value1
5311,T06 Determine necessity of stop advice - complete,Value17,2011/1/17 13:59:31,Value2,Value1,Value4,Value16,Value1
5311,T10 Determine necessity to stop indication - complete,Value17,2011/1/17 14:00:14,Value2,Value1,Value4,Value16,Value1
5311,T02 Check confirmation of receipt - complete,Value2,2011/1/19 15:06:31,Value2,Value1,Value4,Value16,Value2
5311,T04 Determine confirmation of receipt - complete,Value2,2011/1/19 15:09:37,Value2,Value1,Value4,Value16,Value4
5311,T05 Print and send confirmation of receipt - complete,Value12,2011/1/24 11:29:18,Value2,Value1,Value4,Value16,Value5
5595,Confirmation of receipt - complete,Value17,2011/3/8 9:54:58,Value1,Value1,Value4,Value16,Value3
5595,T06 Determine necessity of stop advice - complete,Value17,2011/3/8 9:56:18,Value1,Value1,Value4,Value16,Value1
5595,T08 Draft and send request for advice - complete,Value17,2011/3/8 9:57:11,Value1,Value1,Value4,Value16,Value1
5595,T07-1 Draft intern advice aspect 1 - complete,Value17,2011/3/8 10:03:23,Value1,Value1,Value4,Value16,Value6
5595,T07-2 Draft intern advice aspect 2 - complete,Value17,2011/3/8 10:03:44,Value1,Value1,Value4,Value16,Value9
5595,T09-1 Process or receive external advice from party 1 - complete,Value17,2011/3/8 10:04:03,Value1,Value1,Value4,Value16,Value1
5595,T06 Determine necessity of stop advice - complete,Value17,2011/3/8 10:04:18,Value1,Value1,Value4,Value16,Value1
5595,T10 Determine necessity to stop indication - complete,Value17,2011/3/8 10:04:37,Value1,Value1,Value4,Value16,Value1
5595,T02 Check confirmation of receipt - complete,Value23,2011/3/24 10:32:54,Value1,Value1,Value4,Value16,Value3
5595,T03 Adjust confirmation of receipt - complete,Value17,2011/4/18 14:29:18,Value1,Value1,Value4,Value16,Value1
5595,T02 Check confirmation of receipt - complete,Value17,2011/4/18 14:29:37,Value1,Value1,Value4,Value16,Value2
5595,T04 Determine confirmation of receipt - complete,Value17,2011/4/18 14:29:50,Value1,Value1,Value4,Value16,Value4
5595,T05 Print and send confirmation of receipt - complete,Value17,2011/4/18 14:30:02,Value1,Value1,Value4,Value16,Value5
4117,Confirmation of receipt - complete,Value30,2010/11/25 15:19:59,Value1,Value1,Value4,Value27,Value3
4117,T06 Determine necessity of stop advice - complete,Value30,2010/11/25 15:24:57,Value1,Value1,Value4,Value27,Value1
4117,T10 Determine necessity to stop indication - complete,Value30,2010/11/25 15:31:09,Value1,Value1,Value4,Value27,Value1
4117,T02 Check confirmation of receipt - complete,Value31,2010/11/26 9:29:44,Value1,Value1,Value4,Value27,Value3
4117,T03 Adjust confirmation of receipt - complete,Value30,2010/11/29 8:04:52,Value1,Value1,Value4,Value27,Value1
4117,T02 Check confirmation of receipt - complete,Value30,2010/11/30 7:53:14,Value1,Value1,Value4,Value27,Value3
4117,T04 Determine confirmation of receipt - complete,Value30,2010/12/9 13:38:52,Value1,Value1,Value4,Value27,Value3
4117,T05 Print and send confirmation of receipt - complete,Value34,2010/12/10 9:11:24,Value1,Value1,Value4,Value27,Value5
5594,Confirmation of receipt - complete,Value10,2011/2/8 15:30:55,Value2,Value1,Value4,Value8,Value3
5594,T02 Check confirmation of receipt - complete,Value2,2011/2/9 7:56:46,Value2,Value1,Value4,Value8,Value2
5594,T04 Determine confirmation of receipt - complete,Value2,2011/2/9 7:57:03,Value2,Value1,Value4,Value8,Value4
5594,T05 Print and send confirmation of receipt - complete,Value12,2011/2/9 12:10:44,Value2,Value1,Value4,Value8,Value5
5594,T06 Determine necessity of stop advice - complete,Value10,2011/2/14 14:32:30,Value2,Value1,Value4,Value8,Value1
5594,T10 Determine necessity to stop indication - complete,Value10,2011/2/14 14:35:51,Value2,Value1,Value4,Value8,Value1
6078,Confirmation of receipt - complete,Value10,2011/3/1 10:50:42,Value2,Value1,Value4,Value8,Value3
6078,T02 Check confirmation of receipt - complete,Value10,2011/3/1 10:51:49,Value2,Value1,Value4,Value8,Value3
6078,T04 Determine confirmation of receipt - complete,Value45,2011/3/2 8:58:26,Value2,Value1,Value4,Value8,Value3
6078,T05 Print and send confirmation of receipt - complete,Value12,2011/3/2 14:23:33,Value2,Value1,Value4,Value8,Value5
6078,T06 Determine necessity of stop advice - complete,Value10,2011/3/15 15:35:07,Value2,Value1,Value4,Value8,Value1
6078,T10 Determine necessity to stop indication - complete,Value10,2011/3/15 15:35:25,Value2,Value1,Value4,Value8,Value1
4555,Confirmation of receipt - complete,Value10,2010/12/7 14:57:17,Value1,Value1,Value4,Value8,Value3
4555,T02 Check confirmation of receipt - complete,Value10,2010/12/7 14:57:33,Value1,Value1,Value4,Value8,Value2
4555,T06 Determine necessity of stop advice - complete,Value10,2010/12/7 14:57:50,Value1,Value1,Value4,Value8,Value1
4555,T10 Determine necessity to stop indication - complete,Value10,2010/12/7 14:58:22,Value1,Value1,Value4,Value8,Value1
4555,T04 Determine confirmation of receipt - complete,Value2,2010/12/7 17:27:37,Value1,Value1,Value4,Value8,Value4
4555,T05 Print and send confirmation of receipt - complete,Value12,2010/12/8 9:40:16,Value1,Value1,Value4,Value8,Value5
10483,Confirmation of receipt - complete,Value11,2012/1/9 11:31:42,Value1,Value1,Value2,Value13,Value3
10483,T02 Check confirmation of receipt - complete,Value11,2012/1/9 11:32:16,Value1,Value1,Value2,Value13,Value2
10483,T04 Determine confirmation of receipt - complete,Value11,2012/1/9 11:32:52,Value1,Value1,Value2,Value13,Value4
10483,T05 Print and send confirmation of receipt - complete,Value11,2012/1/9 11:33:18,Value1,Value1,Value2,Value13,Value5
6503,Confirmation of receipt - complete,Value4,2011/3/18 10:02:32,Value2,Value2,Value4,Value5,Value1
11458,Confirmation of receipt - complete,Value13,2012/1/23 15:39:28,Value1,Value1,Value2,Value12,Value3
11458,T02 Check confirmation of receipt - complete,Value13,2012/1/23 15:40:01,Value1,Value1,Value2,Value12,Value2
11458,T04 Determine confirmation of receipt - complete,Value13,2012/1/23 15:40:43,Value1,Value1,Value2,Value12,Value4
11458,T05 Print and send confirmation of receipt - complete,Value13,2012/1/23 15:41:12,Value1,Value1,Value2,Value12,Value5
11458,T06 Determine necessity of stop advice - complete,Value13,2012/1/23 15:42:10,Value1,Value1,Value2,Value12,Value1
11458,T10 Determine necessity to stop indication - complete,Value13,2012/1/23 15:42:55,Value1,Value1,Value2,Value12,Value1
10146,Confirmation of receipt - complete,Value5,2011/11/7 15:24:56,Value1,Value1,Value1,Value15,Value3
10146,T02 Check confirmation of receipt - complete,Value5,2011/11/7 15:25:46,Value1,Value1,Value1,Value15,Value2
10146,T04 Determine confirmation of receipt - complete,Value5,2011/11/16 12:05:43,Value1,Value1,Value1,Value15,Value3
10146,T05 Print and send confirmation of receipt - complete,Value5,2011/11/16 12:06:16,Value1,Value1,Value1,Value15,Value5
10146,T06 Determine necessity of stop advice - complete,Value5,2011/11/16 12:06:32,Value1,Value1,Value1,Value15,Value1
10146,T10 Determine necessity to stop indication - complete,Value5,2011/11/16 12:07:02,Value1,Value1,Value1,Value15,Value1
4599,Confirmation of receipt - complete,Value11,2010/12/6 13:55:45,Value1,Value1,Value4,Value13,Value3
4599,T02 Check confirmation of receipt - complete,Value11,2010/12/6 13:55:59,Value1,Value1,Value4,Value13,Value2
4599,T04 Determine confirmation of receipt - complete,Value2,2010/12/7 8:17:59,Value1,Value1,Value4,Value13,Value4
4599,T05 Print and send confirmation of receipt - complete,Value12,2010/12/7 8:32:45,Value1,Value1,Value4,Value13,Value5
4599,T06 Determine necessity of stop advice - complete,Value4,2011/1/10 15:10:37,Value1,Value1,Value4,Value13,Value1
4410,Confirmation of receipt - complete,Value30,2010/12/13 12:03:27,Value1,Value1,Value4,Value3,Value3
4410,T02 Check confirmation of receipt - complete,Value30,2010/12/13 12:03:51,Value1,Value1,Value4,Value3,Value2
4410,T04 Determine confirmation of receipt - complete,Value30,2010/12/13 12:04:12,Value1,Value1,Value4,Value3,Value4
4410,T05 Print and send confirmation of receipt - complete,Value30,2010/12/13 12:04:50,Value1,Value1,Value4,Value3,Value3
4410,T06 Determine necessity of stop advice - complete,Value30,2010/12/13 12:05:04,Value1,Value1,Value4,Value3,Value1
4410,T10 Determine necessity to stop indication - complete,Value30,2010/12/13 12:05:25,Value1,Value1,Value4,Value3,Value1
3989,Confirmation of receipt - complete,Value14,2010/10/22 9:57:24,Value1,Value1,Value4,Value14,Value1
3989,T02 Check confirmation of receipt - complete,Value14,2010/10/22 9:57:46,Value1,Value1,Value4,Value14,Value2
3989,T04 Determine confirmation of receipt - complete,Value14,2010/10/22 9:58:13,Value1,Value1,Value4,Value14,Value4
3989,T05 Print and send confirmation of receipt - complete,Value14,2010/10/22 9:58:35,Value1,Value1,Value4,Value14,Value5
3989,T06 Determine necessity of stop advice - complete,Value14,2010/10/22 9:59:05,Value1,Value1,Value4,Value14,Value1
3989,T10 Determine necessity to stop indication - complete,Value14,2010/10/22 9:59:37,Value1,Value1,Value4,Value14,Value1
10073,Confirmation of receipt - complete,Value7,2011/11/29 14:28:09,Value1,Value1,Value2,Value6,Value3
10073,T02 Check confirmation of receipt - complete,Value7,2011/11/29 14:40:03,Value1,Value1,Value2,Value6,Value2
10073,T04 Determine confirmation of receipt - complete,Value7,2011/11/29 14:40:32,Value1,Value1,Value2,Value6,Value4
10073,T05 Print and send confirmation of receipt - complete,Value7,2011/11/29 14:41:12,Value1,Value1,Value2,Value6,Value5
10073,T06 Determine necessity of stop advice - complete,Value7,2011/11/29 14:42:10,Value1,Value1,Value2,Value6,Value1
10073,T07-1 Draft intern advice aspect 1 - complete,Value7,2011/11/30 10:53:50,Value1,Value1,Value2,Value6,Value6
10073,T08 Draft and send request for advice - complete,Value7,2011/11/30 10:54:47,Value1,Value1,Value2,Value6,Value1
10073,T09-1 Process or receive external advice from party 1 - complete,Value7,2011/11/30 11:02:34,Value1,Value1,Value2,Value6,Value1
10073,T06 Determine necessity of stop advice - complete,Value7,2011/11/30 11:04:28,Value1,Value1,Value2,Value6,Value1
10073,T10 Determine necessity to stop indication - complete,Value7,2011/11/30 11:05:13,Value1,Value1,Value2,Value6,Value1
8135,Confirmation of receipt - complete,Value29,2011/7/5 10:08:44,Value1,Value1,Value3,Value3,Value1
8135,T02 Check confirmation of receipt - complete,Value29,2011/7/5 10:24:29,Value1,Value1,Value3,Value3,Value2
8135,T04 Determine confirmation of receipt - complete,Value29,2011/7/5 10:25:35,Value1,Value1,Value3,Value3,Value4
8135,T05 Print and send confirmation of receipt - complete,Value29,2011/7/5 10:26:28,Value1,Value1,Value3,Value3,Value5
8135,T06 Determine necessity of stop advice - complete,Value29,2011/7/5 10:27:08,Value1,Value1,Value3,Value3,Value1
8135,T10 Determine necessity to stop indication - complete,Value29,2011/7/5 10:27:41,Value1,Value1,Value3,Value3,Value1
8921,Confirmation of receipt - complete,Value24,2011/8/9 12:38:24,Value1,Value1,Value2,Value2,Value3
8921,T02 Check confirmation of receipt - complete,Value24,2011/8/9 12:38:53,Value1,Value1,Value2,Value2,Value2
8921,T04 Determine confirmation of receipt - complete,Value24,2011/8/9 12:39:17,Value1,Value1,Value2,Value2,Value4
8921,T05 Print and send confirmation of receipt - complete,Value24,2011/8/9 12:39:36,Value1,Value1,Value2,Value2,Value5
8921,T06 Determine necessity of stop advice - complete,Value24,2011/8/9 12:39:51,Value1,Value1,Value2,Value2,Value1
8921,T10 Determine necessity to stop indication - complete,Value24,2011/8/9 12:40:10,Value1,Value1,Value2,Value2,Value1
8921,T11 Create document X request unlicensed - complete,Value24,2011/8/9 14:31:12,Value1,Value1,Value2,Value2,Value1
8921,T12 Check document X request unlicensed - complete,Value24,2011/8/9 14:31:33,Value1,Value1,Value2,Value2,Value2
8921,T14 Determine document X request unlicensed - complete,Value24,2011/8/9 14:32:01,Value1,Value1,Value2,Value2,Value4
8921,T15 Print document X request unlicensed - complete,Value24,2011/8/9 14:32:23,Value1,Value1,Value2,Value2,Value5
9368,Confirmation of receipt - complete,Value15,2011/9/8 10:45:42,Value1,Value1,Value3,Value3,Value3
9368,T02 Check confirmation of receipt - complete,Value15,2011/9/8 10:46:10,Value1,Value1,Value3,Value3,Value2
9368,T04 Determine confirmation of receipt - complete,Value15,2011/9/8 10:46:46,Value1,Value1,Value3,Value3,Value4
9368,T05 Print and send confirmation of receipt - complete,Value15,2011/9/8 10:47:05,Value1,Value1,Value3,Value3,Value5
9368,T06 Determine necessity of stop advice - complete,Value15,2011/9/8 10:47:23,Value1,Value1,Value3,Value3,Value1
9368,T10 Determine necessity to stop indication - complete,Value15,2011/9/8 10:47:44,Value1,Value1,Value3,Value3,Value1
8367,Confirmation of receipt - complete,Value39,2011/7/5 15:40:37,Value1,Value1,Value7,Value35,Value3
8367,T06 Determine necessity of stop advice - complete,Value39,2011/7/5 15:41:41,Value1,Value1,Value7,Value35,Value1
8367,T10 Determine necessity to stop indication - complete,Value39,2011/7/5 15:42:14,Value1,Value1,Value7,Value35,Value1
8367,T02 Check confirmation of receipt - complete,Value39,2011/7/5 16:01:23,Value1,Value1,Value7,Value35,Value3
8367,T04 Determine confirmation of receipt - complete,Value39,2011/7/5 16:02:37,Value1,Value1,Value7,Value35,Value3
8367,T05 Print and send confirmation of receipt - complete,Value12,2011/7/15 16:12:52,Value1,Value1,Value7,Value35,Value5
8639,Confirmation of receipt - complete,Value21,2011/7/18 10:56:56,Value1,Value1,Value3,Value3,Value1
8639,T02 Check confirmation of receipt - complete,Value15,2011/7/21 15:19:43,Value1,Value1,Value3,Value3,Value2
8639,T04 Determine confirmation of receipt - complete,Value15,2011/7/21 15:20:41,Value1,Value1,Value3,Value3,Value4
8639,T05 Print and send confirmation of receipt - complete,Value15,2011/7/21 15:21:07,Value1,Value1,Value3,Value3,Value5
8639,T06 Determine necessity of stop advice - complete,Value15,2011/7/21 15:21:28,Value1,Value1,Value3,Value3,Value1
8639,T10 Determine necessity to stop indication - complete,Value15,2011/7/21 15:21:47,Value1,Value1,Value3,Value3,Value1
7175,Confirmation of receipt - complete,Value13,2011/5/9 15:09:07,Value1,Value1,Value4,Value12,Value3
7175,T06 Determine necessity of stop advice - complete,Value13,2011/5/9 15:09:24,Value1,Value1,Value4,Value12,Value1
7175,T10 Determine necessity to stop indication - complete,Value13,2011/5/9 15:10:41,Value1,Value1,Value4,Value12,Value1
7175,T02 Check confirmation of receipt - complete,Value13,2011/5/9 15:10:54,Value1,Value1,Value4,Value12,Value2
7175,T04 Determine confirmation of receipt - complete,Value13,2011/5/9 15:11:09,Value1,Value1,Value4,Value12,Value4
7175,T05 Print and send confirmation of receipt - complete,Value13,2011/5/9 15:11:22,Value1,Value1,Value4,Value12,Value5
9487,Confirmation of receipt - complete,Value8,2011/9/21 9:42:20,Value2,Value1,Value2,Value7,Value3
9487,T02 Check confirmation of receipt - complete,Value8,2011/9/21 9:42:58,Value2,Value1,Value2,Value7,Value3
9487,T04 Determine confirmation of receipt - complete,Value8,2011/9/21 9:43:29,Value2,Value1,Value2,Value7,Value3
9487,T05 Print and send confirmation of receipt - complete,Value8,2011/9/21 9:43:56,Value2,Value1,Value2,Value7,Value3
9487,T06 Determine necessity of stop advice - complete,Value8,2011/9/21 9:44:18,Value2,Value1,Value2,Value7,Value1
9487,T10 Determine necessity to stop indication - complete,Value8,2011/9/21 9:44:37,Value2,Value1,Value2,Value7,Value1
6999,Confirmation of receipt - complete,Value10,2011/4/20 10:02:58,Value1,Value1,Value4,Value8,Value3
6999,T02 Check confirmation of receipt - complete,Value10,2011/4/20 10:07:43,Value1,Value1,Value4,Value8,Value3
6999,T04 Determine confirmation of receipt - complete,Value10,2011/4/20 10:08:24,Value1,Value1,Value4,Value8,Value3
6999,T05 Print and send confirmation of receipt - complete,Value10,2011/4/20 10:09:30,Value1,Value1,Value4,Value8,Value3
6999,T06 Determine necessity of stop advice - complete,Value10,2011/4/20 10:13:46,Value1,Value1,Value4,Value8,Value1
6999,T10 Determine necessity to stop indication - complete,Value10,2011/4/20 10:15:01,Value1,Value1,Value4,Value8,Value1
5037,Confirmation of receipt - complete,Value29,2011/1/4 16:37:29,Value1,Value1,Value4,Value24,Value3
5037,T02 Check confirmation of receipt - complete,Value31,2011/1/5 11:09:05,Value1,Value1,Value4,Value24,Value3
5037,T04 Determine confirmation of receipt - complete,Value2,2011/1/5 12:38:05,Value1,Value1,Value4,Value24,Value4
5037,T05 Print and send confirmation of receipt - complete,Value29,2011/1/6 12:29:37,Value1,Value1,Value4,Value24,Value5
5037,T06 Determine necessity of stop advice - complete,Value29,2011/1/6 12:30:02,Value1,Value1,Value4,Value24,Value1
5037,T10 Determine necessity to stop indication - complete,Value29,2011/1/6 12:33:51,Value1,Value1,Value4,Value24,Value1
6682,Confirmation of receipt - complete,Value26,2011/4/7 11:09:40,Value1,Value1,Value4,Value22,Value3
6682,T06 Determine necessity of stop advice - complete,Value26,2011/4/7 11:14:40,Value1,Value1,Value4,Value22,Value1
6682,T02 Check confirmation of receipt - complete,Value26,2011/4/7 11:14:52,Value1,Value1,Value4,Value22,Value3
6682,T04 Determine confirmation of receipt - complete,Value26,2011/4/7 11:15:34,Value1,Value1,Value4,Value22,Value3
6682,T05 Print and send confirmation of receipt - complete,Value26,2011/4/7 11:15:51,Value1,Value1,Value4,Value22,Value5
6682,T10 Determine necessity to stop indication - complete,Value26,2011/4/7 12:06:16,Value1,Value1,Value4,Value22,Value1
4995,Confirmation of receipt - complete,Value19,2011/1/11 11:04:09,Value2,Value1,Value4,Value18,Value3
4995,T06 Determine necessity of stop advice - complete,Value19,2011/1/11 11:06:50,Value2,Value1,Value4,Value18,Value1
4995,T10 Determine necessity to stop indication - complete,Value19,2011/1/11 11:07:05,Value2,Value1,Value4,Value18,Value1
