case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5
8457,T02 Check confirmation of receipt - complete,Value24,2011/7/27 10:09:55,Value1,Value1,Value2,Value2,Value2
8457,T04 Determine confirmation of receipt - complete,Value24,2011/7/27 10:10:12,Value1,Value1,Value2,Value2,Value4
8457,T05 Print and send confirmation of receipt - complete,Value24,2011/7/27 10:10:29,Value1,Value1,Value2,Value2,Value5
8457,T06 Determine necessity of stop advice - complete,Value24,2011/7/27 10:10:42,Value1,Value1,Value2,Value2,Value1
8457,T10 Determine necessity to stop indication - complete,Value24,2011/7/27 10:11:00,Value1,Value1,Value2,Value2,Value1
6804,Confirmation of receipt - complete,Value15,2011/4/21 11:02:53,Value1,Value1,Value4,Value3,Value3
6804,T02 Check confirmation of receipt - complete,Value15,2011/4/21 11:03:08,Value1,Value1,Value4,Value3,Value2
6804,T04 Determine confirmation of receipt - complete,Value15,2011/4/21 11:03:28,Value1,Value1,Value4,Value3,Value4
6804,T05 Print and send confirmation of receipt - complete,Value15,2011/4/21 11:03:39,Value1,Value1,Value4,Value3,Value5
6804,T06 Determine necessity of stop advice - complete,Value15,2011/4/21 11:03:51,Value1,Value1,Value4,Value3,Value1
6804,T10 Determine necessity to stop indication - complete,Value15,2011/4/21 11:04:11,Value1,Value1,Value4,Value3,Value1
8141,Confirmation of receipt - complete,Value6,2011/7/12 14:53:33,Value2,Value1,Value2,Value4,Value3
8141,T06 Determine necessity of stop advice - complete,Value6,2011/7/21 10:28:10,Value2,Value1,Value2,Value4,Value1
8141,T02 Check confirmation of receipt - complete,Value6,2011/11/9 8:53:08,Value2,Value1,Value2,Value4,Value3
8141,T04 Determine confirmation of receipt - complete,Value6,2011/11/9 8:53:24,Value2,Value1,Value2,Value4,Value4
8141,T05 Print and send confirmation of receipt - complete,Value6,2011/11/9 8:57:50,Value2,Value1,Value2,Value4,Value5
8141,T10 Determine necessity to stop indication - complete,Value6,2011/12/6 16:07:31,Value2,Value1,Value2,Value4,Value1
7016,Confirmation of receipt - complete,Value14,2011/5/2 12:46:29,Value1,Value1,Value4,Value14,Value3
7016,T02 Check confirmation of receipt - complete,Value14,2011/5/2 13:34:33,Value1,Value1,Value4,Value14,Value2
7016,T04 Determine confirmation of receipt - complete,Value14,2011/5/2 13:34:59,Value1,Value1,Value4,Value14,Value4
7016,T05 Print and send confirmation of receipt - complete,Value14,2011/5/2 13:37:26,Value1,Value1,Value4,Value14,Value5
7016,T06 Determine necessity of stop advice - complete,Value14,2011/5/2 13:45:24,Value1,Value1,Value4,Value14,Value1
7016,T07-1 Draft intern advice aspect 1 - complete,Value14,2011/5/2 13:46:25,Value1,Value1,Value4,Value14,Value6
7016,T08 Draft and send request for advice - complete,Value14,2011/5/2 13:47:16,Value1,Value1,Value4,Value14,Value1
7016,T09-4 Process or receive external advice from party 4 - complete,Value14,2011/5/2 13:47:38,Value1,Value1,Value4,Value14,Value1
7016,T06 Determine necessity of stop advice - complete,Value14,2011/5/2 13:48:15,Value1,Value1,Value4,Value14,Value1
7016,T10 Determine necessity to stop indication - complete,Value14,2011/5/2 13:48:51,Value1,Value1,Value4,Value14,Value1
6874,Confirmation of receipt - complete,Value4,2011/5/31 7:49:05,Value1,Value1,Value4,Value11,Value3
8047,Confirmation of receipt - complete,Value4,2011/6/15 8:43:42,Value1,Value1,Value4,Value19,Value1
8047,T02 Check confirmation of receipt - complete,Value47,2011/6/15 10:54:48,Value1,Value1,Value4,Value19,Value2
8047,T06 Determine necessity of stop advice - complete,Value22,2011/6/15 11:51:35,Value1,Value1,Value4,Value19,Value1
8047,T10 Determine necessity to stop indication - complete,Value22,2011/6/15 11:55:26,Value1,Value1,Value4,Value19,Value1
8047,T04 Determine confirmation of receipt - complete,Value22,2011/6/15 20:55:28,Value1,Value1,Value4,Value19,Value4
8047,T03 Adjust confirmation of receipt - complete,Value22,2011/6/15 20:55:48,Value1,Value1,Value4,Value19,Value1
8047,T02 Check confirmation of receipt - complete,Value22,2011/6/15 20:59:51,Value1,Value1,Value4,Value19,Value2
4920,Confirmation of receipt - complete,Value32,2011/1/12 14:45:57,Value3,Value1,Value4,Value28,Value3
4920,T02 Check confirmation of receipt - complete,Value2,2011/1/13 11:15:13,Value3,Value1,Value4,Value28,Value2
4920,T04 Determine confirmation of receipt - complete,Value2,2011/1/13 11:15:33,Value3,Value1,Value4,Value28,Value4
4920,T05 Print and send confirmation of receipt - complete,Value12,2011/1/18 9:40:49,Value3,Value1,Value4,Value28,Value5
4920,T06 Determine necessity of stop advice - complete,Value32,2011/1/24 8:59:58,Value3,Value1,Value4,Value28,Value1
4920,T10 Determine necessity to stop indication - complete,Value32,2011/1/24 9:00:21,Value3,Value1,Value4,Value28,Value1
6169,Confirmation of receipt - complete,Value32,2011/2/25 14:29:00,Value1,Value1,Value4,Value28,Value3
6169,T06 Determine necessity of stop advice - complete,Value32,2011/2/28 11:56:50,Value1,Value1,Value4,Value28,Value1
6169,T10 Determine necessity to stop indication - complete,Value32,2011/2/28 11:57:19,Value1,Value1,Value4,Value28,Value1
6169,T02 Check confirmation of receipt - complete,Value32,2011/3/4 13:41:43,Value1,Value1,Value4,Value28,Value3
6169,T04 Determine confirmation of receipt - complete,Value2,2011/3/7 16:22:27,Value1,Value1,Value4,Value28,Value4
6169,T05 Print and send confirmation of receipt - complete,Value12,2011/3/8 10:22:36,Value1,Value1,Value4,Value28,Value5
8840,Confirmation of receipt - complete,Value6,2011/8/4 8:39:45,Value1,Value1,Value2,Value4,Value3
8840,T02 Check confirmation of receipt - complete,Value6,2011/8/4 8:40:05,Value1,Value1,Value2,Value4,Value2
8840,T04 Determine confirmation of receipt - complete,Value6,2011/8/4 8:40:20,Value1,Value1,Value2,Value4,Value4
8840,T05 Print and send confirmation of receipt - complete,Value6,2011/8/4 8:40:37,Value1,Value1,Value2,Value4,Value5
8840,T06 Determine necessity of stop advice - complete,Value6,2011/8/4 8:41:54,Value1,Value1,Value2,Value4,Value1
8840,T10 Determine necessity to stop indication - complete,Value6,2011/8/4 8:43:07,Value1,Value1,Value2,Value4,Value1
7685,Confirmation of receipt - complete,Value17,2011/7/4 12:08:41,Value1,Value1,Value2,Value13,Value3
7685,T02 Check confirmation of receipt - complete,Value17,2011/7/4 12:09:49,Value1,Value1,Value2,Value13,Value2
7685,T04 Determine confirmation of receipt - complete,Value17,2011/7/4 12:10:23,Value1,Value1,Value2,Value13,Value4
7685,T05 Print and send confirmation of receipt - complete,Value17,2011/7/4 12:11:08,Value1,Value1,Value2,Value13,Value5
7685,T06 Determine necessity of stop advice - complete,Value17,2011/7/4 13:55:34,Value1,Value1,Value2,Value13,Value1
7685,T10 Determine necessity to stop indication - complete,Value17,2011/7/4 14:01:47,Value1,Value1,Value2,Value13,Value1
10779,Confirmation of receipt - complete,Value17,2011/12/7 15:52:49,Value1,Value1,Value2,Value16,Value1
10779,T06 Determine necessity of stop advice - complete,Value17,2011/12/7 15:56:57,Value1,Value1,Value2,Value16,Value1
10779,T02 Check confirmation of receipt - complete,Value17,2011/12/7 15:58:30,Value1,Value1,Value2,Value16,Value2
10779,T10 Determine necessity to stop indication - complete,Value17,2011/12/7 15:59:41,Value1,Value1,Value2,Value16,Value1
10779,T04 Determine confirmation of receipt - complete,Value17,2011/12/7 16:00:17,Value1,Value1,Value2,Value16,Value4
10779,T05 Print and send confirmation of receipt - complete,Value17,2011/12/7 16:00:46,Value1,Value1,Value2,Value16,Value5
8342,Confirmation of receipt - complete,Value21,2011/6/30 11:31:45,Value1,Value1,Value2,Value18,Value1
8342,T02 Check confirmation of receipt - complete,Value19,2011/7/7 10:57:28,Value1,Value1,Value2,Value18,Value2
8342,T04 Determine confirmation of receipt - complete,Value19,2011/7/7 10:57:47,Value1,Value1,Value2,Value18,Value4
8342,T05 Print and send confirmation of receipt - complete,Value19,2011/7/7 10:58:04,Value1,Value1,Value2,Value18,Value5
8342,T06 Determine necessity of stop advice - complete,Value19,2011/7/7 10:58:51,Value1,Value1,Value2,Value18,Value1
8342,T10 Determine necessity to stop indication - complete,Value19,2011/7/7 10:59:11,Value1,Value1,Value2,Value18,Value1
9955,Confirmation of receipt - complete,Value11,2011/10/31 14:52:30,Value1,Value1,Value2,Value13,Value3
9955,T02 Check confirmation of receipt - complete,Value11,2011/10/31 14:52:54,Value1,Value1,Value2,Value13,Value2
9955,T04 Determine confirmation of receipt - complete,Value11,2011/10/31 14:53:19,Value1,Value1,Value2,Value13,Value4
9955,T05 Print and send confirmation of receipt - complete,Value11,2011/10/31 14:53:51,Value1,Value1,Value2,Value13,Value5
9955,T06 Determine necessity of stop advice - complete,Value11,2011/11/23 8:38:58,Value1,Value1,Value2,Value13,Value1
9955,T10 Determine necessity to stop indication - complete,Value11,2011/11/23 13:57:38,Value1,Value1,Value2,Value13,Value1
5558,Confirmation of receipt - complete,Value13,2011/2/3 10:59:56,Value1,Value1,Value4,Value12,Value3
5558,T02 Check confirmation of receipt - complete,Value13,2011/2/3 11:00:14,Value1,Value1,Value4,Value12,Value2
5558,T04 Determine confirmation of receipt - complete,Value1,2011/2/3 11:04:02,Value1,Value1,Value4,Value12,Value4
5558,T05 Print and send confirmation of receipt - complete,Value1,2011/2/3 11:05:05,Value1,Value1,Value4,Value12,Value5
5558,T06 Determine necessity of stop advice - complete,Value13,2011/2/3 11:08:45,Value1,Value1,Value4,Value12,Value1
5558,T10 Determine necessity to stop indication - complete,Value13,2011/2/3 11:11:58,Value1,Value1,Value4,Value12,Value1
10198,Confirmation of receipt - complete,Value5,2011/11/7 15:41:35,Value1,Value1,Value3,Value3,Value3
10198,T06 Determine necessity of stop advice - complete,Value5,2011/11/7 15:42:01,Value1,Value1,Value3,Value3,Value1
10198,T02 Check confirmation of receipt - complete,Value5,2011/11/7 15:42:26,Value1,Value1,Value3,Value3,Value2
10198,T04 Determine confirmation of receipt - complete,Value5,2011/11/7 15:42:53,Value1,Value1,Value3,Value3,Value4
10198,T05 Print and send confirmation of receipt - complete,Value5,2011/11/7 15:43:10,Value1,Value1,Value3,Value3,Value5
10198,T10 Determine necessity to stop indication - complete,Value5,2011/11/7 15:43:33,Value1,Value1,Value3,Value3,Value1
4683,Confirmation of receipt - complete,Value29,2010/12/10 16:52:37,Value1,Value1,Value4,Value24,Value3
4683,T06 Determine necessity of stop advice - complete,Value29,2010/12/10 16:52:53,Value1,Value1,Value4,Value24,Value1
4683,T10 Determine necessity to stop indication - complete,Value29,2010/12/10 16:53:12,Value1,Value1,Value4,Value24,Value1
4683,T02 Check confirmation of receipt - complete,Value31,2010/12/13 10:50:02,Value1,Value1,Value4,Value24,Value3
4683,T04 Determine confirmation of receipt - complete,Value22,2010/12/13 15:43:21,Value1,Value1,Value4,Value24,Value4
4683,T05 Print and send confirmation of receipt - complete,Value29,2010/12/13 16:35:32,Value1,Value1,Value4,Value24,Value5
5311,Confirmation of receipt - complete,Value17,2011/1/17 13:58:21,Value2,Value1,Value4,Value16,Value1
5311,T06 Determine necessity of stop advice - complete,Value17,2011/1/17 13:59:31,Value2,Value1,Value4,Value16,Value1
5311,T10 Determine necessity to stop indication - complete,Value17,2011/1/17 14:00:14,Value2,Value1,Value4,Value16,Value1
5311,T02 Check confirmation of receipt - complete,Value2,2011/1/19 15:06:31,Value2,Value1,Value4,Value16,Value2
5311,T04 Determine confirmation of receipt - complete,Value2,2011/1/19 15:09:37,Value2,Value1,Value4,Value16,Value4
5311,T05 Print and send confirmation of receipt - complete,Value12,2011/1/24 11:29:18,Value2,Value1,Value4,Value16,Value5
5595,Confirmation of receipt - complete,Value17,2011/3/8 9:54:58,Value1,Value1,Value4,Value16,Value3
5595,T06 Determine necessity of stop advice - complete,Value17,2011/3/8 9:56:18,Value1,Value1,Value4,Value16,Value1
5595,T08 Draft and send request for advice - complete,Value17,2011/3/8 9:57:11,Value1,Value1,Value4,Value16,Value1
5595,T07-1 Draft intern advice aspect 1 - complete,Value17,2011/3/8 10:03:23,Value1,Value1,Value4,Value16,Value6
5595,T07-2 Draft intern advice aspect 2 - complete,Value17,2011/3/8 10:03:44,Value1,Value1,Value4,Value16,Value9
5595,T09-1 Process or receive external advice from party 1 - complete,Value17,2011/3/8 10:04:03,Value1,Value1,Value4,Value16,Value1
5595,T06 Determine necessity of stop advice - complete,Value17,2011/3/8 10:04:18,Value1,Value1,Value4,Value16,Value1
5595,T10 Determine necessity to stop indication - complete,Value17,2011/3/8 10:04:37,Value1,Value1,Value4,Value16,Value1
5595,T02 Check confirmation of receipt - complete,Value23,2011/3/24 10:32:54,Value1,Value1,Value4,Value16,Value3
5595,T03 Adjust confirmation of receipt - complete,Value17,2011/4/18 14:29:18,Value1,Value1,Value4,Value16,Value1
5595,T02 Check confirmation of receipt - complete,Value17,2011/4/18 14:29:37,Value1,Value1,Value4,Value16,Value2
5595,T04 Determine confirmation of receipt - complete,Value17,2011/4/18 14:29:50,Value1,Value1,Value4,Value16,Value4
5595,T05 Print and send confirmation of receipt - complete,Value17,2011/4/18 14:30:02,Value1,Value1,Value4,Value16,Value5
4117,Confirmation of receipt - complete,Value30,2010/11/25 15:19:59,Value1,Value1,Value4,Value27,Value3
4117,T06 Determine necessity of stop advice - complete,Value30,2010/11/25 15:24:57,Value1,Value1,Value4,Value27,Value1
4117,T10 Determine necessity to stop indication - complete,Value30,2010/11/25 15:31:09,Value1,Value1,Value4,Value27,Value1
4117,T02 Check confirmation of receipt - complete,Value31,2010/11/26 9:29:44,Value1,Value1,Value4,Value27,Value3
4117,T03 Adjust confirmation of receipt - complete,Value30,2010/11/29 8:04:52,Value1,Value1,Value4,Value27,Value1
4117,T02 Check confirmation of receipt - complete,Value30,2010/11/30 7:53:14,Value1,Value1,Value4,Value27,Value3
4117,T04 Determine confirmation of receipt - complete,Value30,2010/12/9 13:38:52,Value1,Value1,Value4,Value27,Value3
4117,T05 Print and send confirmation of receipt - complete,Value34,2010/12/10 9:11:24,Value1,Value1,Value4,Value27,Value5
5594,Confirmation of receipt - complete,Value10,2011/2/8 15:30:55,Value2,Value1,Value4,Value8,Value3
5594,T02 Check confirmation of receipt - complete,Value2,2011/2/9 7:56:46,Value2,Value1,Value4,Value8,Value2
5594,T04 Determine confirmation of receipt - complete,Value2,2011/2/9 7:57:03,Value2,Value1,Value4,Value8,Value4
5594,T05 Print and send confirmation of receipt - complete,Value12,2011/2/9 12:10:44,Value2,Value1,Value4,Value8,Value5
5594,T06 Determine necessity of stop advice - complete,Value10,2011/2/14 14:32:30,Value2,Value1,Value4,Value8,Value1
5594,T10 Determine necessity to stop indication - complete,Value10,2011/2/14 14:35:51,Value2,Value1,Value4,Value8,Value1
6078,Confirmation of receipt - complete,Value10,2011/3/1 10:50:42,Value2,Value1,Value4,Value8,Value3
6078,T02 Check confirmation of receipt - complete,Value10,2011/3/1 10:51:49,Value2,Value1,Value4,Value8,Value3
6078,T04 Determine confirmation of receipt - complete,Value45,2011/3/2 8:58:26,Value2,Value1,Value4,Value8,Value3
6078,T05 Print and send confirmation of receipt - complete,Value12,2011/3/2 14:23:33,Value2,Value1,Value4,Value8,Value5
6078,T06 Determine necessity of stop advice - complete,Value10,2011/3/15 15:35:07,Value2,Value1,Value4,Value8,Value1
6078,T10 Determine necessity to stop indication - complete,Value10,2011/3/15 15:35:25,Value2,Value1,Value4,Value8,Value1
4555,Confirmation of receipt - complete,Value10,2010/12/7 14:57:17,Value1,Value1,Value4,Value8,Value3
4555,T02 Check confirmation of receipt - complete,Value10,2010/12/7 14:57:33,Value1,Value1,Value4,Value8,Value2
4555,T06 Determine necessity of stop advice - complete,Value10,2010/12/7 14:57:50,Value1,Value1,Value4,Value8,Value1
4555,T10 Determine necessity to stop indication - complete,Value10,2010/12/7 14:58:22,Value1,Value1,Value4,Value8,Value1
4555,T04 Determine confirmation of receipt - complete,Value2,2010/12/7 17:27:37,Value1,Value1,Value4,Value8,Value4
4555,T05 Print and send confirmation of receipt - complete,Value12,2010/12/8 9:40:16,Value1,Value1,Value4,Value8,Value5
4249,Confirmation of receipt - complete,Value30,2010/11/30 12:05:24,Value1,Value1,Value4,Value3,Value3
4249,T06 Determine necessity of stop advice - complete,Value30,2010/11/30 12:18:29,Value1,Value1,Value4,Value3,Value1
4249,T02 Check confirmation of receipt - complete,Value30,2010/11/30 12:19:15,Value1,Value1,Value4,Value3,Value3
4249,T10 Determine necessity to stop indication - complete,Value30,2010/11/30 12:19:49,Value1,Value1,Value4,Value3,Value1
4249,T04 Determine confirmation of receipt - complete,Value30,2010/11/30 12:20:31,Value1,Value1,Value4,Value3,Value4
4249,T05 Print and send confirmation of receipt - complete,Value30,2010/11/30 12:20:46,Value1,Value1,Value4,Value3,Value5
10483,Confirmation of receipt - complete,Value11,2012/1/9 11:31:42,Value1,Value1,Value2,Value13,Value3
10483,T02 Check confirmation of receipt - complete,Value11,2012/1/9 11:32:16,Value1,Value1,Value2,Value13,Value2
10483,T04 Determine confirmation of receipt - complete,Value11,2012/1/9 11:32:52,Value1,Value1,Value2,Value13,Value4
10483,T05 Print and send confirmation of receipt - complete,Value11,2012/1/9 11:33:18,Value1,Value1,Value2,Value13,Value5
6503,Confirmation of receipt - complete,Value4,2011/3/18 10:02:32,Value2,Value2,Value4,Value5,Value1
11458,Confirmation of receipt - complete,Value13,2012/1/23 15:39:28,Value1,Value1,Value2,Value12,Value3
11458,T02 Check confirmation of receipt - complete,Value13,2012/1/23 15:40:01,Value1,Value1,Value2,Value12,Value2
11458,T04 Determine confirmation of receipt - complete,Value13,2012/1/23 15:40:43,Value1,Value1,Value2,Value12,Value4
11458,T05 Print and send confirmation of receipt - complete,Value13,2012/1/23 15:41:12,Value1,Value1,Value2,Value12,Value5
11458,T06 Determine necessity of stop advice - complete,Value13,2012/1/23 15:42:10,Value1,Value1,Value2,Value12,Value1
11458,T10 Determine necessity to stop indication - complete,Value13,2012/1/23 15:42:55,Value1,Value1,Value2,Value12,Value1
10146,Confirmation of receipt - complete,Value5,2011/11/7 15:24:56,Value1,Value1,Value1,Value15,Value3
10146,T02 Check confirmation of receipt - complete,Value5,2011/11/7 15:25:46,Value1,Value1,Value1,Value15,Value2
10146,T04 Determine confirmation of receipt - complete,Value5,2011/11/16 12:05:43,Value1,Value1,Value1,Value15,Value3
10146,T05 Print and send confirmation of receipt - complete,Value5,2011/11/16 12:06:16,Value1,Value1,Value1,Value15,Value5
10146,T06 Determine necessity of stop advice - complete,Value5,2011/11/16 12:06:32,Value1,Value1,Value1,Value15,Value1
10146,T10 Determine necessity to stop indication - complete,Value5,2011/11/16 12:07:02,Value1,Value1,Value1,Value15,Value1
10675,Confirmation of receipt - complete,Value17,2011/12/23 14:36:26,Value1,Value1,Value2,Value16,Value3
10675,T06 Determine necessity of stop advice - complete,Value17,2011/12/23 14:38:24,Value1,Value1,Value2,Value16,Value1
10675,T10 Determine necessity to stop indication - complete,Value17,2011/12/23 14:39:08,Value1,Value1,Value2,Value16,Value1
4599,Confirmation of receipt - complete,Value11,2010/12/6 13:55:45,Value1,Value1,Value4,Value13,Value3
4599,T02 Check confirmation of receipt - complete,Value11,2010/12/6 13:55:59,Value1,Value1,Value4,Value13,Value2
4599,T04 Determine confirmation of receipt - complete,Value2,2010/12/7 8:17:59,Value1,Value1,Value4,Value13,Value4
4599,T05 Print and send confirmation of receipt - complete,Value12,2010/12/7 8:32:45,Value1,Value1,Value4,Value13,Value5
4599,T06 Determine necessity of stop advice - complete,Value4,2011/1/10 15:10:37,Value1,Value1,Value4,Value13,Value1
4081,Confirmation of receipt - complete,Value10,2010/11/5 8:58:23,Value1,Value3,Value4,Value8,Value1
4081,T02 Check confirmation of receipt - complete,Value23,2010/11/5 9:39:30,Value1,Value3,Value4,Value8,Value3
4081,T03 Adjust confirmation of receipt - complete,Value10,2010/11/5 11:22:11,Value1,Value3,Value4,Value8,Value1
4081,T02 Check confirmation of receipt - complete,Value23,2010/11/9 15:45:27,Value1,Value3,Value4,Value8,Value3
4081,T04 Determine confirmation of receipt - complete,Value2,2010/11/12 15:02:27,Value1,Value3,Value4,Value8,Value4
4081,T05 Print and send confirmation of receipt - complete,Value12,2010/11/16 10:29:07,Value1,Value3,Value4,Value8,Value5
4081,T06 Determine necessity of stop advice - complete,Value10,2010/11/18 12:24:29,Value1,Value3,Value4,Value8,Value1
4081,T10 Determine necessity to stop indication - complete,Value10,2010/11/18 12:24:43,Value1,Value3,Value4,Value8,Value1
4410,Confirmation of receipt - complete,Value30,2010/12/13 12:03:27,Value1,Value1,Value4,Value3,Value3
4410,T02 Check confirmation of receipt - complete,Value30,2010/12/13 12:03:51,Value1,Value1,Value4,Value3,Value2
4410,T04 Determine confirmation of receipt - complete,Value30,2010/12/13 12:04:12,Value1,Value1,Value4,Value3,Value4
4410,T05 Print and send confirmation of receipt - complete,Value30,2010/12/13 12:04:50,Value1,Value1,Value4,Value3,Value3
4410,T06 Determine necessity of stop advice - complete,Value30,2010/12/13 12:05:04,Value1,Value1,Value4,Value3,Value1
4410,T10 Determine necessity to stop indication - complete,Value30,2010/12/13 12:05:25,Value1,Value1,Value4,Value3,Value1
10757,Confirmation of receipt - complete,Value6,2011/12/13 12:09:29,Value1,Value1,Value2,Value4,Value3
10757,T02 Check confirmation of receipt - complete,Value6,2011/12/13 15:18:52,Value1,Value1,Value2,Value4,Value2
10757,T04 Determine confirmation of receipt - complete,Value6,2011/12/13 15:19:42,Value1,Value1,Value2,Value4,Value4
10757,T05 Print and send confirmation of receipt - complete,Value6,2011/12/13 15:20:27,Value1,Value1,Value2,Value4,Value5
10757,T06 Determine necessity of stop advice - complete,Value6,2011/12/13 15:28:47,Value1,Value1,Value2,Value4,Value1
10757,T10 Determine necessity to stop indication - complete,Value6,2011/12/13 15:29:30,Value1,Value1,Value2,Value4,Value1
6145,Confirmation of receipt - complete,Value32,2011/2/23 12:45:31,Value1,Value1,Value4,Value28,Value3
6145,T06 Determine necessity of stop advice - complete,Value32,2011/2/23 12:51:58,Value1,Value1,Value4,Value28,Value1
6145,T10 Determine necessity to stop indication - complete,Value32,2011/2/28 10:47:25,Value1,Value1,Value4,Value28,Value1
6145,T02 Check confirmation of receipt - complete,Value2,2011/2/28 11:53:01,Value1,Value1,Value4,Value28,Value2
6145,T04 Determine confirmation of receipt - complete,Value2,2011/2/28 11:53:15,Value1,Value1,Value4,Value28,Value4
6145,T05 Print and send confirmation of receipt - complete,Value12,2011/3/1 10:13:08,Value1,Value1,Value4,Value28,Value5
7686,Confirmation of receipt - complete,Value15,2011/5/26 15:18:56,Value1,Value1,Value3,Value3,Value3
7686,T02 Check confirmation of receipt - complete,Value15,2011/5/26 15:19:11,Value1,Value1,Value3,Value3,Value2
7686,T04 Determine confirmation of receipt - complete,Value15,2011/5/26 15:19:24,Value1,Value1,Value3,Value3,Value4
7686,T05 Print and send confirmation of receipt - complete,Value15,2011/5/26 15:19:44,Value1,Value1,Value3,Value3,Value5
7686,T06 Determine necessity of stop advice - complete,Value15,2011/6/28 13:18:34,Value1,Value1,Value3,Value3,Value1
7686,T10 Determine necessity to stop indication - complete,Value15,2011/6/28 13:19:29,Value1,Value1,Value3,Value3,Value1
3989,Confirmation of receipt - complete,Value14,2010/10/22 9:57:24,Value1,Value1,Value4,Value14,Value1
3989,T02 Check confirmation of receipt - complete,Value14,2010/10/22 9:57:46,Value1,Value1,Value4,Value14,Value2
3989,T04 Determine confirmation of receipt - complete,Value14,2010/10/22 9:58:13,Value1,Value1,Value4,Value14,Value4
3989,T05 Print and send confirmation of receipt - complete,Value14,2010/10/22 9:58:35,Value1,Value1,Value4,Value14,Value5
3989,T06 Determine necessity of stop advice - complete,Value14,2010/10/22 9:59:05,Value1,Value1,Value4,Value14,Value1
3989,T10 Determine necessity to stop indication - complete,Value14,2010/10/22 9:59:37,Value1,Value1,Value4,Value14,Value1
10073,Confirmation of receipt - complete,Value7,2011/11/29 14:28:09,Value1,Value1,Value2,Value6,Value3
10073,T02 Check confirmation of receipt - complete,Value7,2011/11/29 14:40:03,Value1,Value1,Value2,Value6,Value2
10073,T04 Determine confirmation of receipt - complete,Value7,2011/11/29 14:40:32,Value1,Value1,Value2,Value6,Value4
10073,T05 Print and send confirmation of receipt - complete,Value7,2011/11/29 14:41:12,Value1,Value1,Value2,Value6,Value5
10073,T06 Determine necessity of stop advice - complete,Value7,2011/11/29 14:42:10,Value1,Value1,Value2,Value6,Value1
10073,T07-1 Draft intern advice aspect 1 - complete,Value7,2011/11/30 10:53:50,Value1,Value1,Value2,Value6,Value6
10073,T08 Draft and send request for advice - complete,Value7,2011/11/30 10:54:47,Value1,Value1,Value2,Value6,Value1
10073,T09-1 Process or receive external advice from party 1 - complete,Value7,2011/11/30 11:02:34,Value1,Value1,Value2,Value6,Value1
10073,T06 Determine necessity of stop advice - complete,Value7,2011/11/30 11:04:28,Value1,Value1,Value2,Value6,Value1
10073,T10 Determine necessity to stop indication - complete,Value7,2011/11/30 11:05:13,Value1,Value1,Value2,Value6,Value1
9088,Confirmation of receipt - complete,Value3,2011/9/5 9:20:23,Value1,Value1,Value5,Value21,Value3
9088,T06 Determine necessity of stop advice - complete,Value4,2011/9/5 10:52:53,Value1,Value1,Value5,Value21,Value1
9088,T02 Check confirmation of receipt - complete,Value4,2011/9/5 10:52:54,Value1,Value1,Value5,Value21,Value2
8135,Confirmation of receipt - complete,Value29,2011/7/5 10:08:44,Value1,Value1,Value3,Value3,Value1
8135,T02 Check confirmation of receipt - complete,Value29,2011/7/5 10:24:29,Value1,Value1,Value3,Value3,Value2
8135,T04 Determine confirmation of receipt - complete,Value29,2011/7/5 10:25:35,Value1,Value1,Value3,Value3,Value4
8135,T05 Print and send confirmation of receipt - complete,Value29,2011/7/5 10:26:28,Value1,Value1,Value3,Value3,Value5
