group,instance,resource,activity,timestamp,responsible,department,case,channel
Group 1,task-32960,Resource06,T10 Determine necessity to stop indication,2011/12/6 15:07:31,Resource06,General,8141,Desk
EMPTY,task-20668,Resource12,Confirmation of receipt,2011/5/2 10:46:29,Resource12,General,7016,Internet
Group 4,task-23112,Resource12,T02 Check confirmation of receipt,2011/5/2 11:34:33,Resource12,General,7016,Internet
Group 3,task-23145,Resource12,T04 Determine confirmation of receipt,2011/5/2 11:34:59,Resource12,General,7016,Internet
Group 2,task-23146,Resource12,T05 Print and send confirmation of receipt,2011/5/2 11:37:26,Resource12,General,7016,Internet
Group 1,task-23113,Resource12,T06 Determine necessity of stop advice,2011/5/2 11:45:24,Resource12,General,7016,Internet
Group 13,task-23159,Resource12,T07-1 Draft intern advice aspect 1,2011/5/2 11:46:25,Resource12,General,7016,Internet
Group 1,task-23158,Resource12,T08 Draft and send request for advice,2011/5/2 11:47:16,Resource12,General,7016,Internet
Group 1,task-23160,Resource12,T09-4 Process or receive external advice from party 4,2011/5/2 11:47:38,Resource12,General,7016,Internet
Group 1,task-23161,Resource12,T06 Determine necessity of stop advice,2011/5/2 11:48:15,Resource12,General,7016,Internet
Group 1,task-23162,Resource12,T10 Determine necessity to stop indication,2011/5/2 11:48:51,Resource12,General,7016,Internet
Group 1,task-28617,admin2,Confirmation of receipt,2011/6/15 6:43:42,Resource26,General,8047,Internet
Group 4,task-28677,TEST,T02 Check confirmation of receipt,2011/6/15 8:54:48,Resource26,General,8047,Internet
Group 1,task-28678,Resource26,T06 Determine necessity of stop advice,2011/6/15 9:51:35,Resource26,General,8047,Internet
Group 1,task-28704,Resource26,T10 Determine necessity to stop indication,2011/6/15 9:55:26,Resource26,General,8047,Internet
Group 3,task-28692,Resource26,T04 Determine confirmation of receipt,2011/6/15 18:55:28,Resource26,General,8047,Internet
Group 1,task-28725,Resource26,T03 Adjust confirmation of receipt,2011/6/15 18:55:48,Resource26,General,8047,Internet
Group 4,task-28726,Resource26,T02 Check confirmation of receipt,2011/6/15 18:59:51,Resource26,General,8047,Internet
EMPTY,task-5402,Resource15,Confirmation of receipt,2011/1/12 13:45:57,Resource15,General,4920,Post
Group 4,task-7937,Resource10,T02 Check confirmation of receipt,2011/1/13 10:15:13,Resource15,General,4920,Post
Group 3,task-8087,Resource10,T04 Determine confirmation of receipt,2011/1/13 10:15:33,Resource15,General,4920,Post
Group 2,task-8088,admin1,T05 Print and send confirmation of receipt,2011/1/18 8:40:49,Resource15,General,4920,Post
Group 1,task-7938,Resource15,T06 Determine necessity of stop advice,2011/1/24 7:59:58,Resource15,General,4920,Post
Group 1,task-9278,Resource15,T10 Determine necessity to stop indication,2011/1/24 8:00:21,Resource15,General,4920,Post
EMPTY,task-14094,Resource15,Confirmation of receipt,2011/2/25 13:29:00,Resource15,General,6169,Internet
Group 1,task-14256,Resource15,T06 Determine necessity of stop advice,2011/2/28 10:56:50,Resource15,General,6169,Internet
Group 1,task-14435,Resource15,T10 Determine necessity to stop indication,2011/2/28 10:57:19,Resource15,General,6169,Internet
EMPTY,task-14255,Resource15,T02 Check confirmation of receipt,2011/3/4 12:41:43,Resource15,General,6169,Internet
Group 3,task-15235,Resource10,T04 Determine confirmation of receipt,2011/3/7 15:22:27,Resource15,General,6169,Internet
Group 2,task-15395,admin1,T05 Print and send confirmation of receipt,2011/3/8 9:22:36,Resource15,General,6169,Internet
EMPTY,task-33951,Resource06,Confirmation of receipt,2011/8/4 6:39:45,Resource06,General,8840,Internet
Group 4,task-35186,Resource06,T02 Check confirmation of receipt,2011/8/4 6:40:05,Resource06,General,8840,Internet
Group 3,task-35188,Resource06,T04 Determine confirmation of receipt,2011/8/4 6:40:20,Resource06,General,8840,Internet
Group 2,task-35189,Resource06,T05 Print and send confirmation of receipt,2011/8/4 6:40:37,Resource06,General,8840,Internet
Group 1,task-35187,Resource06,T06 Determine necessity of stop advice,2011/8/4 6:41:54,Resource06,General,8840,Internet
Group 1,task-35191,Resource06,T10 Determine necessity to stop indication,2011/8/4 6:43:07,Resource06,General,8840,Internet
EMPTY,task-26161,Resource09,Confirmation of receipt,2011/7/4 10:08:41,Resource02,General,7685,Internet
Group 4,task-30773,Resource09,T02 Check confirmation of receipt,2011/7/4 10:09:49,Resource02,General,7685,Internet
Group 3,task-30775,Resource09,T04 Determine confirmation of receipt,2011/7/4 10:10:23,Resource02,General,7685,Internet
Group 2,task-30776,Resource09,T05 Print and send confirmation of receipt,2011/7/4 10:11:08,Resource02,General,7685,Internet
Group 1,task-30774,Resource09,T06 Determine necessity of stop advice,2011/7/4 11:55:34,Resource02,General,7685,Internet
Group 1,task-30791,Resource09,T10 Determine necessity to stop indication,2011/7/4 12:01:47,Resource02,General,7685,Internet
Group 1,task-49365,Resource09,Confirmation of receipt,2011/12/7 14:52:49,Resource09,General,10779,Internet
Group 1,task-49404,Resource09,T06 Determine necessity of stop advice,2011/12/7 14:56:57,Resource09,General,10779,Internet
Group 4,task-49403,Resource09,T02 Check confirmation of receipt,2011/12/7 14:58:30,Resource09,General,10779,Internet
Group 1,task-49405,Resource09,T10 Determine necessity to stop indication,2011/12/7 14:59:41,Resource09,General,10779,Internet
Group 3,task-49406,Resource09,T04 Determine confirmation of receipt,2011/12/7 15:00:17,Resource09,General,10779,Internet
Group 2,task-49408,Resource09,T05 Print and send confirmation of receipt,2011/12/7 15:00:46,Resource09,General,10779,Internet
EMPTY,task-42311,Resource02,Confirmation of receipt,2011/10/31 13:52:30,Resource02,General,9955,Internet
Group 4,task-45227,Resource02,T02 Check confirmation of receipt,2011/10/31 13:52:54,Resource02,General,9955,Internet
Group 3,task-45229,Resource02,T04 Determine confirmation of receipt,2011/10/31 13:53:19,Resource02,General,9955,Internet
Group 2,task-45231,Resource02,T05 Print and send confirmation of receipt,2011/10/31 13:53:51,Resource02,General,9955,Internet
Group 1,task-45228,Resource02,T06 Determine necessity of stop advice,2011/11/23 7:38:58,Resource02,General,9955,Internet
Group 1,task-47695,Resource02,T10 Determine necessity to stop indication,2011/11/23 12:57:38,Resource02,General,9955,Internet
EMPTY,task-9890,Resource05,Confirmation of receipt,2011/2/3 9:59:56,Resource05,General,5558,Internet
Group 4,task-10782,Resource05,T02 Check confirmation of receipt,2011/2/3 10:00:14,Resource05,General,5558,Internet
Group 3,task-10784,Resource21,T04 Determine confirmation of receipt,2011/2/3 10:04:02,Resource05,General,5558,Internet
Group 2,task-10788,Resource21,T05 Print and send confirmation of receipt,2011/2/3 10:05:05,Resource05,General,5558,Internet
Group 1,task-10783,Resource05,T06 Determine necessity of stop advice,2011/2/3 10:08:45,Resource05,General,5558,Internet
Group 1,task-10791,Resource05,T10 Determine necessity to stop indication,2011/2/3 10:11:58,Resource05,General,5558,Internet
EMPTY,task-44868,Resource03,Confirmation of receipt,2011/11/7 14:41:35,Resource11,General,10198,Internet
Group 1,task-45627,Resource03,T06 Determine necessity of stop advice,2011/11/7 14:42:01,Resource11,General,10198,Internet
Group 4,task-45626,Resource03,T02 Check confirmation of receipt,2011/11/7 14:42:26,Resource11,General,10198,Internet
Group 3,task-45631,Resource03,T04 Determine confirmation of receipt,2011/11/7 14:42:53,Resource11,General,10198,Internet
Group 2,task-45632,Resource03,T05 Print and send confirmation of receipt,2011/11/7 14:43:10,Resource11,General,10198,Internet
Group 1,task-45630,Resource03,T10 Determine necessity to stop indication,2011/11/7 14:43:33,Resource11,General,10198,Internet
Group 1,task-8365,Resource09,Confirmation of receipt,2011/1/17 12:58:21,Resource09,General,5311,Desk
Group 1,task-8643,Resource09,T06 Determine necessity of stop advice,2011/1/17 12:59:31,Resource09,General,5311,Desk
Group 1,task-8648,Resource09,T10 Determine necessity to stop indication,2011/1/17 13:00:14,Resource09,General,5311,Desk
Group 4,task-8642,Resource10,T02 Check confirmation of receipt,2011/1/19 14:06:31,Resource09,General,5311,Desk
Group 3,task-8976,Resource10,T04 Determine confirmation of receipt,2011/1/19 14:09:37,Resource09,General,5311,Desk
Group 2,task-8989,admin1,T05 Print and send confirmation of receipt,2011/1/24 10:29:18,Resource09,General,5311,Desk
EMPTY,task-10059,Resource09,Confirmation of receipt,2011/3/8 8:54:58,Resource09,General,5595,Internet
Group 1,task-15447,Resource09,T06 Determine necessity of stop advice,2011/3/8 8:56:18,Resource09,General,5595,Internet
Group 1,task-15449,Resource09,T08 Draft and send request for advice,2011/3/8 8:57:11,Resource09,General,5595,Internet
Group 13,task-15450,Resource09,T07-1 Draft intern advice aspect 1,2011/3/8 9:03:23,Resource09,General,5595,Internet
Group 15,task-15451,Resource09,T07-2 Draft intern advice aspect 2,2011/3/8 9:03:44,Resource09,General,5595,Internet
Group 1,task-15452,Resource09,T09-1 Process or receive external advice from party 1,2011/3/8 9:04:03,Resource09,General,5595,Internet
Group 1,task-15454,Resource09,T06 Determine necessity of stop advice,2011/3/8 9:04:18,Resource09,General,5595,Internet
Group 1,task-15455,Resource09,T10 Determine necessity to stop indication,2011/3/8 9:04:37,Resource09,General,5595,Internet
EMPTY,task-15446,Resource24,T02 Check confirmation of receipt,2011/3/24 9:32:54,Resource09,General,5595,Internet
Group 1,task-17533,Resource09,T03 Adjust confirmation of receipt,2011/4/18 12:29:18,Resource09,General,5595,Internet
Group 4,task-20833,Resource09,T02 Check confirmation of receipt,2011/4/18 12:29:37,Resource09,General,5595,Internet
Group 3,task-20834,Resource09,T04 Determine confirmation of receipt,2011/4/18 12:29:50,Resource09,General,5595,Internet
Group 2,task-20835,Resource09,T05 Print and send confirmation of receipt,2011/4/18 12:30:02,Resource09,General,5595,Internet
EMPTY,task-564,Resource11,Confirmation of receipt,2010/11/25 14:19:59,Resource34,General,4117,Internet
Group 1,task-2053,Resource11,T06 Determine necessity of stop advice,2010/11/25 14:24:57,Resource34,General,4117,Internet
Group 1,task-2054,Resource11,T10 Determine necessity to stop indication,2010/11/25 14:31:09,Resource34,General,4117,Internet
EMPTY,task-2052,Resource19,T02 Check confirmation of receipt,2010/11/26 8:29:44,Resource34,General,4117,Internet
Group 1,task-2119,Resource11,T03 Adjust confirmation of receipt,2010/11/29 7:04:52,Resource34,General,4117,Internet
EMPTY,task-2202,Resource11,T02 Check confirmation of receipt,2010/11/30 6:53:14,Resource34,General,4117,Internet
EMPTY,task-2278,Resource11,T04 Determine confirmation of receipt,2010/12/9 12:38:52,Resource34,General,4117,Internet
Group 2,task-3486,Resource34,T05 Print and send confirmation of receipt,2010/12/10 8:11:24,Resource34,General,4117,Internet
EMPTY,task-10058,Resource08,Confirmation of receipt,2011/2/8 14:30:55,Resource08,General,5594,Desk
Group 4,task-11421,Resource10,T02 Check confirmation of receipt,2011/2/9 6:56:46,Resource08,General,5594,Desk
Group 3,task-11439,Resource10,T04 Determine confirmation of receipt,2011/2/9 6:57:03,Resource08,General,5594,Desk
Group 2,task-11440,admin1,T05 Print and send confirmation of receipt,2011/2/9 11:10:44,Resource08,General,5594,Desk
Group 1,task-11422,Resource08,T06 Determine necessity of stop advice,2011/2/14 13:32:30,Resource08,General,5594,Desk
Group 1,task-12218,Resource08,T10 Determine necessity to stop indication,2011/2/14 13:35:51,Resource08,General,5594,Desk
EMPTY,task-13141,Resource08,Confirmation of receipt,2011/3/1 9:50:42,Resource08,General,6078,Desk
EMPTY,task-14694,Resource08,T02 Check confirmation of receipt,2011/3/1 9:51:49,Resource08,General,6078,Desk
EMPTY,task-14696,admin3,T04 Determine confirmation of receipt,2011/3/2 7:58:26,Resource08,General,6078,Desk
Group 2,task-14856,admin1,T05 Print and send confirmation of receipt,2011/3/2 13:23:33,Resource08,General,6078,Desk
Group 1,task-14695,Resource08,T06 Determine necessity of stop advice,2011/3/15 14:35:07,Resource08,General,6078,Desk
Group 1,task-16216,Resource08,T10 Determine necessity to stop indication,2011/3/15 14:35:25,Resource08,General,6078,Desk
EMPTY,task-2143,Resource08,Confirmation of receipt,2010/12/7 13:57:17,Resource08,General,4555,Internet
Group 4,task-3144,Resource08,T02 Check confirmation of receipt,2010/12/7 13:57:33,Resource08,General,4555,Internet
Group 1,task-3145,Resource08,T06 Determine necessity of stop advice,2010/12/7 13:57:50,Resource08,General,4555,Internet
Group 1,task-3147,Resource08,T10 Determine necessity to stop indication,2010/12/7 13:58:22,Resource08,General,4555,Internet
Group 3,task-3146,Resource10,T04 Determine confirmation of receipt,2010/12/7 16:27:37,Resource08,General,4555,Internet
Group 2,task-3181,admin1,T05 Print and send confirmation of receipt,2010/12/8 8:40:16,Resource08,General,4555,Internet
EMPTY,task-46826,Resource02,Confirmation of receipt,2012/1/9 10:31:42,Resource02,General,10483,Internet
Group 4,task-51617,Resource02,T02 Check confirmation of receipt,2012/1/9 10:32:16,Resource02,General,10483,Internet
Group 3,task-51619,Resource02,T04 Determine confirmation of receipt,2012/1/9 10:32:52,Resource02,General,10483,Internet
Group 2,task-51620,Resource02,T05 Print and send confirmation of receipt,2012/1/9 10:33:18,Resource02,General,10483,Internet
Group 1,task-16589,admin2,Confirmation of receipt,2011/3/18 9:02:32,admin3,Customer contact,6503,Desk
EMPTY,task-52267,Resource05,Confirmation of receipt,2012/1/23 14:39:28,Resource05,General,11458,Internet
Group 4,task-53486,Resource05,T02 Check confirmation of receipt,2012/1/23 14:40:01,Resource05,General,11458,Internet
Group 3,task-53488,Resource05,T04 Determine confirmation of receipt,2012/1/23 14:40:43,Resource05,General,11458,Internet
Group 2,task-53490,Resource05,T05 Print and send confirmation of receipt,2012/1/23 14:41:12,Resource05,General,11458,Internet
Group 1,task-53487,Resource05,T06 Determine necessity of stop advice,2012/1/23 14:42:10,Resource05,General,11458,Internet
Group 1,task-53491,Resource05,T10 Determine necessity to stop indication,2012/1/23 14:42:55,Resource05,General,11458,Internet
EMPTY,task-44278,Resource03,Confirmation of receipt,2011/11/7 14:24:56,Resource03,General,10146,Internet
Group 4,task-45622,Resource03,T02 Check confirmation of receipt,2011/11/7 14:25:46,Resource03,General,10146,Internet
EMPTY,task-45624,Resource03,T04 Determine confirmation of receipt,2011/11/16 11:05:43,Resource03,General,10146,Internet
Group 2,task-46832,Resource03,T05 Print and send confirmation of receipt,2011/11/16 11:06:16,Resource03,General,10146,Internet
Group 1,task-45623,Resource03,T06 Determine necessity of stop advice,2011/11/16 11:06:32,Resource03,General,10146,Internet
Group 1,task-46833,Resource03,T10 Determine necessity to stop indication,2011/11/16 11:07:02,Resource03,General,10146,Internet
EMPTY,task-2509,Resource02,Confirmation of receipt,2010/12/6 12:55:45,Resource02,General,4599,Internet
Group 4,task-2987,Resource02,T02 Check confirmation of receipt,2010/12/6 12:55:59,Resource02,General,4599,Internet
Group 3,task-2989,Resource10,T04 Determine confirmation of receipt,2010/12/7 7:17:59,Resource02,General,4599,Internet
Group 2,task-3021,admin1,T05 Print and send confirmation of receipt,2010/12/7 7:32:45,Resource02,General,4599,Internet
Group 1,task-2988,admin2,T06 Determine necessity of stop advice,2011/1/10 14:10:37,Resource02,General,4599,Internet
EMPTY,task-1591,Resource11,Confirmation of receipt,2010/12/13 11:03:27,Resource11,General,4410,Internet
Group 4,task-3864,Resource11,T02 Check confirmation of receipt,2010/12/13 11:03:51,Resource11,General,4410,Internet
Group 3,task-3866,Resource11,T04 Determine confirmation of receipt,2010/12/13 11:04:12,Resource11,General,4410,Internet
EMPTY,task-3867,Resource11,T05 Print and send confirmation of receipt,2010/12/13 11:04:50,Resource11,General,4410,Internet
Group 1,task-3865,Resource11,T06 Determine necessity of stop advice,2010/12/13 11:05:04,Resource11,General,4410,Internet
Group 1,task-3868,Resource11,T10 Determine necessity to stop indication,2010/12/13 11:05:25,Resource11,General,4410,Internet
Group 1,task-308,Resource12,Confirmation of receipt,2010/10/22 7:57:24,Resource12,General,3989,Internet
Group 4,task-382,Resource12,T02 Check confirmation of receipt,2010/10/22 7:57:46,Resource12,General,3989,Internet
Group 3,task-384,Resource12,T04 Determine confirmation of receipt,2010/10/22 7:58:13,Resource12,General,3989,Internet
Group 2,task-385,Resource12,T05 Print and send confirmation of receipt,2010/10/22 7:58:35,Resource12,General,3989,Internet
Group 1,task-383,Resource12,T06 Determine necessity of stop advice,2010/10/22 7:59:05,Resource12,General,3989,Internet
Group 1,task-386,Resource12,T10 Determine necessity to stop indication,2010/10/22 7:59:37,Resource12,General,3989,Internet
EMPTY,task-43868,Resource22,Confirmation of receipt,2011/11/29 13:28:09,Resource22,General,10073,Internet
Group 4,task-48486,Resource22,T02 Check confirmation of receipt,2011/11/29 13:40:03,Resource22,General,10073,Internet
Group 3,task-48490,Resource22,T04 Determine confirmation of receipt,2011/11/29 13:40:32,Resource22,General,10073,Internet
Group 2,task-48491,Resource22,T05 Print and send confirmation of receipt,2011/11/29 13:41:12,Resource22,General,10073,Internet
Group 1,task-48487,Resource22,T06 Determine necessity of stop advice,2011/11/29 13:42:10,Resource22,General,10073,Internet
Group 13,task-48493,Resource22,T07-1 Draft intern advice aspect 1,2011/11/30 9:53:50,Resource22,General,10073,Internet
Group 1,task-48492,Resource22,T08 Draft and send request for advice,2011/11/30 9:54:47,Resource22,General,10073,Internet
Group 1,task-48562,Resource22,T09-1 Process or receive external advice from party 1,2011/11/30 10:02:34,Resource22,General,10073,Internet
Group 1,task-48563,Resource22,T06 Determine necessity of stop advice,2011/11/30 10:04:28,Resource22,General,10073,Internet
Group 1,task-48564,Resource22,T10 Determine necessity to stop indication,2011/11/30 10:05:13,Resource22,General,10073,Internet
Group 1,task-28902,Resource07,Confirmation of receipt,2011/7/5 8:08:44,Resource11,General,8135,Internet
Group 4,task-30933,Resource07,T02 Check confirmation of receipt,2011/7/5 8:24:29,Resource11,General,8135,Internet
Group 3,task-30937,Resource07,T04 Determine confirmation of receipt,2011/7/5 8:25:35,Resource11,General,8135,Internet
Group 2,task-30938,Resource07,T05 Print and send confirmation of receipt,2011/7/5 8:26:28,Resource11,General,8135,Internet
Group 1,task-30934,Resource07,T06 Determine necessity of stop advice,2011/7/5 8:27:08,Resource11,General,8135,Internet
Group 1,task-30939,Resource07,T10 Determine necessity to stop indication,2011/7/5 8:27:41,Resource11,General,8135,Internet
EMPTY,task-34930,Resource04,Confirmation of receipt,2011/8/9 10:38:24,Resource04,General,8921,Internet
Group 4,task-35933,Resource04,T02 Check confirmation of receipt,2011/8/9 10:38:53,Resource04,General,8921,Internet
Group 3,task-35936,Resource04,T04 Determine confirmation of receipt,2011/8/9 10:39:17,Resource04,General,8921,Internet
Group 2,task-35937,Resource04,T05 Print and send confirmation of receipt,2011/8/9 10:39:36,Resource04,General,8921,Internet
Group 1,task-35934,Resource04,T06 Determine necessity of stop advice,2011/8/9 10:39:51,Resource04,General,8921,Internet
Group 1,task-35939,Resource04,T10 Determine necessity to stop indication,2011/8/9 10:40:10,Resource04,General,8921,Internet
Group 1,task-35940,Resource04,T11 Create document X request unlicensed,2011/8/9 12:31:12,Resource04,General,8921,Internet
Group 4,task-35959,Resource04,T12 Check document X request unlicensed,2011/8/9 12:31:33,Resource04,General,8921,Internet
Group 3,task-35960,Resource04,T14 Determine document X request unlicensed,2011/8/9 12:32:01,Resource04,General,8921,Internet
Group 2,task-35961,Resource04,T15 Print document X request unlicensed,2011/8/9 12:32:23,Resource04,General,8921,Internet
EMPTY,task-37994,Resource01,Confirmation of receipt,2011/9/8 8:45:42,Resource11,General,9368,Internet
Group 4,task-38328,Resource01,T02 Check confirmation of receipt,2011/9/8 8:46:10,Resource11,General,9368,Internet
Group 3,task-38330,Resource01,T04 Determine confirmation of receipt,2011/9/8 8:46:46,Resource11,General,9368,Internet
Group 2,task-38331,Resource01,T05 Print and send confirmation of receipt,2011/9/8 8:47:05,Resource11,General,9368,Internet
Group 1,task-38329,Resource01,T06 Determine necessity of stop advice,2011/9/8 8:47:23,Resource11,General,9368,Internet
Group 1,task-38332,Resource01,T10 Determine necessity to stop indication,2011/9/8 8:47:44,Resource11,General,9368,Internet
EMPTY,task-30641,Resource29,Confirmation of receipt,2011/7/5 13:40:37,Resource29,General,8367,Internet
Group 1,task-31114,Resource29,T06 Determine necessity of stop advice,2011/7/5 13:41:41,Resource29,General,8367,Internet
Group 1,task-31115,Resource29,T10 Determine necessity to stop indication,2011/7/5 13:42:14,Resource29,General,8367,Internet
EMPTY,task-31113,Resource29,T02 Check confirmation of receipt,2011/7/5 14:01:23,Resource29,General,8367,Internet
EMPTY,task-31126,Resource29,T04 Determine confirmation of receipt,2011/7/5 14:02:37,Resource29,General,8367,Internet
Group 2,task-31127,admin1,T05 Print and send confirmation of receipt,2011/7/15 14:12:52,Resource29,General,8367,Internet
Group 1,task-32296,Resource27,Confirmation of receipt,2011/7/18 8:56:56,Resource11,General,8639,Internet
Group 4,task-32297,Resource01,T02 Check confirmation of receipt,2011/7/21 13:19:43,Resource11,General,8639,Internet
Group 3,task-33138,Resource01,T04 Determine confirmation of receipt,2011/7/21 13:20:41,Resource11,General,8639,Internet
Group 2,task-33139,Resource01,T05 Print and send confirmation of receipt,2011/7/21 13:21:07,Resource11,General,8639,Internet
Group 1,task-32298,Resource01,T06 Determine necessity of stop advice,2011/7/21 13:21:28,Resource11,General,8639,Internet
Group 1,task-33140,Resource01,T10 Determine necessity to stop indication,2011/7/21 13:21:47,Resource11,General,8639,Internet
EMPTY,task-22021,Resource05,Confirmation of receipt,2011/5/9 13:09:07,Resource05,General,7175,Internet
Group 1,task-24013,Resource05,T06 Determine necessity of stop advice,2011/5/9 13:09:24,Resource05,General,7175,Internet
Group 1,task-24014,Resource05,T10 Determine necessity to stop indication,2011/5/9 13:10:41,Resource05,General,7175,Internet
Group 4,task-24012,Resource05,T02 Check confirmation of receipt,2011/5/9 13:10:54,Resource05,General,7175,Internet
Group 3,task-24016,Resource05,T04 Determine confirmation of receipt,2011/5/9 13:11:09,Resource05,General,7175,Internet
Group 2,task-24017,Resource05,T05 Print and send confirmation of receipt,2011/5/9 13:11:22,Resource05,General,7175,Internet
EMPTY,task-38632,Resource13,Confirmation of receipt,2011/9/21 7:42:20,Resource13,General,9487,Desk
EMPTY,task-39671,Resource13,T02 Check confirmation of receipt,2011/9/21 7:42:58,Resource13,General,9487,Desk
EMPTY,task-39673,Resource13,T04 Determine confirmation of receipt,2011/9/21 7:43:29,Resource13,General,9487,Desk
EMPTY,task-39674,Resource13,T05 Print and send confirmation of receipt,2011/9/21 7:43:56,Resource13,General,9487,Desk
Group 1,task-39672,Resource13,T06 Determine necessity of stop advice,2011/9/21 7:44:18,Resource13,General,9487,Desk
Group 1,task-39675,Resource13,T10 Determine necessity to stop indication,2011/9/21 7:44:37,Resource13,General,9487,Desk
EMPTY,task-20623,Resource08,Confirmation of receipt,2011/4/20 8:02:58,Resource08,General,6999,Internet
EMPTY,task-21302,Resource08,T02 Check confirmation of receipt,2011/4/20 8:07:43,Resource08,General,6999,Internet
EMPTY,task-21313,Resource08,T04 Determine confirmation of receipt,2011/4/20 8:08:24,Resource08,General,6999,Internet
EMPTY,task-21314,Resource08,T05 Print and send confirmation of receipt,2011/4/20 8:09:30,Resource08,General,6999,Internet
Group 1,task-21303,Resource08,T06 Determine necessity of stop advice,2011/4/20 8:13:46,Resource08,General,6999,Internet
Group 1,task-21323,Resource08,T10 Determine necessity to stop indication,2011/4/20 8:15:01,Resource08,General,6999,Internet
EMPTY,task-6334,Resource07,Confirmation of receipt,2011/1/4 15:37:29,Resource07,General,5037,Internet
EMPTY,task-6735,Resource19,T02 Check confirmation of receipt,2011/1/5 10:09:05,Resource07,General,5037,Internet
Group 3,task-6821,Resource10,T04 Determine confirmation of receipt,2011/1/5 11:38:05,Resource07,General,5037,Internet
Group 2,task-6864,Resource07,T05 Print and send confirmation of receipt,2011/1/6 11:29:37,Resource07,General,5037,Internet
Group 1,task-6736,Resource07,T06 Determine necessity of stop advice,2011/1/6 11:30:02,Resource07,General,5037,Internet
Group 1,task-7067,Resource07,T10 Determine necessity to stop indication,2011/1/6 11:33:51,Resource07,General,5037,Internet
EMPTY,task-17897,Resource18,Confirmation of receipt,2011/4/7 9:09:40,Resource18,General,6682,Internet
Group 1,task-19498,Resource18,T06 Determine necessity of stop advice,2011/4/7 9:14:40,Resource18,General,6682,Internet
EMPTY,task-19497,Resource18,T02 Check confirmation of receipt,2011/4/7 9:14:52,Resource18,General,6682,Internet
EMPTY,task-19501,Resource18,T04 Determine confirmation of receipt,2011/4/7 9:15:34,Resource18,General,6682,Internet
Group 2,task-19502,Resource18,T05 Print and send confirmation of receipt,2011/4/7 9:15:51,Resource18,General,6682,Internet
Group 1,task-19500,Resource18,T10 Determine necessity to stop indication,2011/4/7 10:06:16,Resource18,General,6682,Internet
EMPTY,task-5995,Resource14,Confirmation of receipt,2011/1/11 10:04:09,Resource14,General,4995,Desk
Group 1,task-7609,Resource14,T06 Determine necessity of stop advice,2011/1/11 10:06:50,Resource14,General,4995,Desk
Group 1,task-7610,Resource14,T10 Determine necessity to stop indication,2011/1/11 10:07:05,Resource14,General,4995,Desk
Group 4,task-7608,Resource10,T02 Check confirmation of receipt,2011/1/11 11:16:04,Resource14,General,4995,Desk
Group 3,task-7666,Resource10,T04 Determine confirmation of receipt,2011/1/11 11:16:14,Resource14,General,4995,Desk
Group 2,task-7667,admin1,T05 Print and send confirmation of receipt,2011/1/11 12:59:22,Resource14,General,4995,Desk
EMPTY,task-51224,Resource13,Confirmation of receipt,2012/1/18 14:46:14,Resource13,General,11115,Internet
