case_id,description
4771,Confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T06 Determine necessity of stop advice → T07-3 Draft intern advice hold for aspect 3 → T07-2 Draft intern advice aspect 2 → T06 Determine necessity of stop advice → T07-3 Draft intern advice hold for aspect 3 → T07-2 Draft intern advice aspect 2 → T06 Determine necessity of stop advice → T07-3 Draft intern advice hold for aspect 3 → T07-2 Draft intern advice aspect 2 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication
11399,Confirmation of receipt → T06 Determine necessity of stop advice → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T10 Determine necessity to stop indication → T16 Report reasons to hold request → T17 Check report Y to stop indication → T19 Determine report Y to stop indication → T20 Print report Y to stop indication
9289,Confirmation of receipt → T02 Check confirmation of receipt → T06 Determine necessity of stop advice → T08 Draft and send request for advice → T09-3 Process or receive external advice from party 3 → T04 Determine confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T07-2 Draft intern advice aspect 2 → T06 Determine necessity of stop advice → T08 Draft and send request for advice → T09-3 Process or receive external advice from party 3 → T07-2 Draft intern advice aspect 2 → T06 Determine necessity of stop advice → T07-2 Draft intern advice aspect 2 → T08 Draft and send request for advice → T09-3 Process or receive external advice from party 3 → T06 Determine necessity of stop advice → T08 Draft and send request for advice → T09-3 Process or receive external advice from party 3 → T07-2 Draft intern advice aspect 2 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication
4941,Confirmation of receipt → T06 Determine necessity of stop advice → T07-2 Draft intern advice aspect 2 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
5286,Confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T06 Determine necessity of stop advice → T07-1 Draft intern advice aspect 1 → T06 Determine necessity of stop advice → T07-1 Draft intern advice aspect 1 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication
6862,Confirmation of receipt → T06 Determine necessity of stop advice → T07-5 Draft intern advice aspect 5 → T07-1 Draft intern advice aspect 1 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
3984,Confirmation of receipt → T06 Determine necessity of stop advice → T07-5 Draft intern advice aspect 5 → T07-1 Draft intern advice aspect 1 → T08 Draft and send request for advice → T09-1 Process or receive external advice from party 1 → T07-3 Draft intern advice hold for aspect 3 → T07-4 Draft internal advice to hold for type 4 → T07-2 Draft intern advice aspect 2 → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication
4175,Confirmation of receipt → T06 Determine necessity of stop advice → T07-5 Draft intern advice aspect 5 → T06 Determine necessity of stop advice → T07-5 Draft intern advice aspect 5 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
3756,Confirmation of receipt → T06 Determine necessity of stop advice → T02 Check confirmation of receipt → T07-1 Draft intern advice aspect 1 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
9395,Confirmation of receipt → T02 Check confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T11 Create document X request unlicensed → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T12 Check document X request unlicensed → T14 Determine document X request unlicensed → T15 Print document X request unlicensed
3961,Confirmation of receipt → T06 Determine necessity of stop advice → T07-3 Draft intern advice hold for aspect 3 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
5748,Confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T06 Determine necessity of stop advice → T07-1 Draft intern advice aspect 1 → T06 Determine necessity of stop advice → T07-1 Draft intern advice aspect 1 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T05 Print and send confirmation of receipt
4008,Confirmation of receipt
7953,Confirmation of receipt → T02 Check confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T03 Adjust confirmation of receipt → T06 Determine necessity of stop advice → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T10 Determine necessity to stop indication
9895,Confirmation of receipt → T06 Determine necessity of stop advice → T07-4 Draft internal advice to hold for type 4 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
5517,Confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T16 Report reasons to hold request → T17 Check report Y to stop indication → T19 Determine report Y to stop indication → T20 Print report Y to stop indication
3879,Confirmation of receipt → T02 Check confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
9532,Confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T06 Determine necessity of stop advice → T08 Draft and send request for advice → T09-3 Process or receive external advice from party 3 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication
7917,Confirmation of receipt → T02 Check confirmation of receipt → T05 Print and send confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication
3926,Confirmation of receipt → T02 Check confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
8047,Confirmation of receipt → T02 Check confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T04 Determine confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt
7815,Confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T16 Report reasons to hold request → T17 Check report Y to stop indication → T18 Adjust report Y to stop indicition → T17 Check report Y to stop indication → T18 Adjust report Y to stop indicition → T17 Check report Y to stop indication → T19 Determine report Y to stop indication → T20 Print report Y to stop indication
4539,Confirmation of receipt → T06 Determine necessity of stop advice → T07-1 Draft intern advice aspect 1 → T08 Draft and send request for advice → T09-1 Process or receive external advice from party 1 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
10765,Confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
3987,Confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
5560,Confirmation of receipt → T06 Determine necessity of stop advice → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T08 Draft and send request for advice → T09-4 Process or receive external advice from party 4 → T06 Determine necessity of stop advice → T07-1 Draft intern advice aspect 1 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication
5533,Confirmation of receipt → T02 Check confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T11 Create document X request unlicensed → T12 Check document X request unlicensed → T04 Determine confirmation of receipt → T14 Determine document X request unlicensed → T05 Print and send confirmation of receipt → T15 Print document X request unlicensed
4011,Confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T02 Check confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
4537,Confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T06 Determine necessity of stop advice → T07-5 Draft intern advice aspect 5 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T16 Report reasons to hold request → T17 Check report Y to stop indication → T19 Determine report Y to stop indication → T20 Print report Y to stop indication
6319,Confirmation of receipt → T02 Check confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T11 Create document X request unlicensed → T12 Check document X request unlicensed → T14 Determine document X request unlicensed → T15 Print document X request unlicensed
6070,Confirmation of receipt → T02 Check confirmation of receipt → T06 Determine necessity of stop advice → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T10 Determine necessity to stop indication → T11 Create document X request unlicensed → T12 Check document X request unlicensed → T14 Determine document X request unlicensed → T15 Print document X request unlicensed
10675,Confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication
10164,Confirmation of receipt → T02 Check confirmation of receipt → T06 Determine necessity of stop advice → T04 Determine confirmation of receipt
6374,Confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T06 Determine necessity of stop advice → T08 Draft and send request for advice → T09-1 Process or receive external advice from party 1 → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication
4592,Confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T16 Report reasons to hold request → T17 Check report Y to stop indication → T19 Determine report Y to stop indication → T20 Print report Y to stop indication → T02 Check confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt
5986,Confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T16 Report reasons to hold request → T17 Check report Y to stop indication → T19 Determine report Y to stop indication → T20 Print report Y to stop indication → T05 Print and send confirmation of receipt
7612,Confirmation of receipt → T06 Determine necessity of stop advice → T10 Determine necessity to stop indication → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T16 Report reasons to hold request → T17 Check report Y to stop indication → T19 Determine report Y to stop indication → T20 Print report Y to stop indication
4084,Confirmation of receipt → T02 Check confirmation of receipt → T06 Determine necessity of stop advice → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T03 Adjust confirmation of receipt → T02 Check confirmation of receipt → T04 Determine confirmation of receipt → T05 Print and send confirmation of receipt → T07-5 Draft intern advice aspect 5
