resource,activity,timestamp,case,AMOUNT_REQ
112,A_SUBMITTED,2011/10/5 17:47:04,174896,40000
112,A_PARTLYSUBMITTED,2011/10/5 17:47:05,174896,40000
112,A_PREACCEPTED,2011/10/5 17:47:44,174896,40000
11200,A_ACCEPTED,2011/10/6 17:27:50,174896,40000
11200,A_FINALIZED,2011/10/6 17:36:53,174896,40000
10972,A_REGISTERED,2011/10/21 10:02:40,174896,40000
10972,A_APPROVED,2011/10/21 10:02:40,174896,40000
10972,A_ACTIVATED,2011/10/21 10:02:40,174896,40000
112,A_SUBMITTED,2011/12/2 8:20:56,190668,6000
112,A_PARTLYSUBMITTED,2011/12/2 8:20:57,190668,6000
112,A_DECLINED,2011/12/2 8:20:59,190668,6000
112,A_SUBMITTED,2011/10/18 11:15:25,177800,20000
112,A_PARTLYSUBMITTED,2011/10/18 11:15:25,177800,20000
112,A_PREACCEPTED,2011/10/18 11:16:24,177800,20000
11179,A_ACCEPTED,2011/10/18 11:27:56,177800,20000
11179,A_FINALIZED,2011/10/18 11:31:40,177800,20000
10809,A_ACTIVATED,2011/11/4 9:39:06,177800,20000
10809,A_REGISTERED,2011/11/4 9:39:06,177800,20000
10809,A_APPROVED,2011/11/4 9:39:06,177800,20000
112,A_SUBMITTED,2011/10/18 11:10:31,177797,22000
112,A_PARTLYSUBMITTED,2011/10/18 11:10:31,177797,22000
112,A_PREACCEPTED,2011/10/18 11:11:36,177797,22000
11179,A_ACCEPTED,2011/10/18 11:43:12,177797,22000
11179,A_FINALIZED,2011/10/18 11:47:50,177797,22000
10138,A_REGISTERED,2011/10/28 7:04:57,177797,22000
10138,A_APPROVED,2011/10/28 7:04:57,177797,22000
10138,A_ACTIVATED,2011/10/28 7:04:57,177797,22000
112,A_SUBMITTED,2011/11/9 17:03:28,183537,40000
112,A_PARTLYSUBMITTED,2011/11/9 17:03:30,183537,40000
10913,A_PREACCEPTED,2011/11/9 17:57:26,183537,40000
11120,A_DECLINED,2011/11/10 12:27:32,183537,40000
112,A_SUBMITTED,2012/1/29 20:04:23,204838,10000
112,A_PARTLYSUBMITTED,2012/1/29 20:04:23,204838,10000
11003,A_PREACCEPTED,2012/1/30 13:08:44,204838,10000
11003,A_ACCEPTED,2012/1/31 19:25:25,204838,10000
11003,A_FINALIZED,2012/1/31 19:27:35,204838,10000
112,A_CANCELLED,2012/3/2 8:15:34,204838,10000
112,A_SUBMITTED,2011/11/7 12:54:40,182795,4252
112,A_PARTLYSUBMITTED,2011/11/7 12:54:40,182795,4252
112,A_DECLINED,2011/11/7 12:55:14,182795,4252
112,A_SUBMITTED,2011/10/26 5:42:38,179899,3500
112,A_PARTLYSUBMITTED,2011/10/26 5:42:45,179899,3500
11009,A_PREACCEPTED,2011/10/26 7:54:22,179899,3500
11189,A_ACCEPTED,2011/10/26 8:11:52,179899,3500
11189,A_FINALIZED,2011/10/26 8:13:27,179899,3500
10809,A_REGISTERED,2011/11/8 11:26:46,179899,3500
10809,A_ACTIVATED,2011/11/8 11:26:46,179899,3500
10809,A_APPROVED,2011/11/8 11:26:46,179899,3500
112,A_SUBMITTED,2012/1/24 17:47:34,203687,50000
112,A_PARTLYSUBMITTED,2012/1/24 17:47:34,203687,50000
10863,A_PREACCEPTED,2012/1/24 18:54:26,203687,50000
11202,A_DECLINED,2012/1/27 17:48:41,203687,50000
112,A_SUBMITTED,2012/2/15 10:51:13,209643,5000
112,A_PARTLYSUBMITTED,2012/2/15 10:51:13,209643,5000
112,A_DECLINED,2012/2/15 10:51:59,209643,5000
112,A_SUBMITTED,2011/11/28 19:49:45,189688,8500
112,A_PARTLYSUBMITTED,2011/11/28 19:49:45,189688,8500
112,A_PREACCEPTED,2011/11/28 19:50:18,189688,8500
11202,A_ACCEPTED,2011/11/30 19:13:49,189688,8500
11202,A_FINALIZED,2011/11/30 19:16:54,189688,8500
11203,A_CANCELLED,2011/12/27 19:39:18,189688,8500
112,A_SUBMITTED,2011/10/6 11:43:22,175072,6000
112,A_PARTLYSUBMITTED,2011/10/6 11:43:22,175072,6000
112,A_DECLINED,2011/10/6 11:43:24,175072,6000
112,A_SUBMITTED,2011/11/17 14:12:31,186286,3000
112,A_PARTLYSUBMITTED,2011/11/17 14:12:31,186286,3000
112,A_DECLINED,2011/11/17 14:13:04,186286,3000
112,A_SUBMITTED,2012/1/19 23:12:05,202451,50000
112,A_PARTLYSUBMITTED,2012/1/19 23:12:06,202451,50000
112,A_DECLINED,2012/1/19 23:12:54,202451,50000
112,A_SUBMITTED,2011/12/5 12:42:21,191347,50000
112,A_PARTLYSUBMITTED,2011/12/5 12:42:22,191347,50000
11009,A_DECLINED,2011/12/5 12:57:04,191347,50000
112,A_SUBMITTED,2012/2/15 21:13:19,209945,12500
112,A_PARTLYSUBMITTED,2012/2/15 21:13:19,209945,12500
112,A_PREACCEPTED,2012/2/15 21:13:51,209945,12500
11203,A_ACCEPTED,2012/2/16 11:15:33,209945,12500
11203,A_FINALIZED,2012/2/16 11:21:56,209945,12500
112,A_SUBMITTED,2012/2/21 10:00:41,211402,10000
112,A_PARTLYSUBMITTED,2012/2/21 10:00:42,211402,10000
112,A_PREACCEPTED,2012/2/21 10:01:26,211402,10000
11019,A_ACCEPTED,2012/2/21 10:08:49,211402,10000
11019,A_FINALIZED,2012/2/21 10:10:27,211402,10000
10138,A_APPROVED,2012/3/13 13:51:30,211402,10000
10138,A_REGISTERED,2012/3/13 13:51:30,211402,10000
10138,A_ACTIVATED,2012/3/13 13:51:30,211402,10000
112,A_SUBMITTED,2011/10/7 9:46:04,175302,20000
112,A_PARTLYSUBMITTED,2011/10/7 9:46:04,175302,20000
112,A_PREACCEPTED,2011/10/7 9:46:50,175302,20000
10971,A_ACCEPTED,2011/10/7 9:50:43,175302,20000
10971,A_FINALIZED,2011/10/7 9:52:23,175302,20000
10972,A_APPROVED,2011/10/22 11:07:34,175302,20000
10972,A_REGISTERED,2011/10/22 11:07:34,175302,20000
10972,A_ACTIVATED,2011/10/22 11:07:34,175302,20000
112,A_SUBMITTED,2012/2/13 17:19:21,209018,15000
112,A_PARTLYSUBMITTED,2012/2/13 17:19:22,209018,15000
112,A_DECLINED,2012/2/13 17:19:55,209018,15000
112,A_SUBMITTED,2011/11/1 16:19:07,181378,5000
112,A_PARTLYSUBMITTED,2011/11/1 16:19:08,181378,5000
10889,A_DECLINED,2011/11/1 17:26:01,181378,5000
112,A_SUBMITTED,2012/1/6 21:06:00,198735,7500
112,A_PARTLYSUBMITTED,2012/1/6 21:06:04,198735,7500
112,A_PREACCEPTED,2012/1/6 21:06:53,198735,7500
10929,A_ACCEPTED,2012/1/7 10:22:03,198735,7500
10929,A_FINALIZED,2012/1/7 10:26:07,198735,7500
10972,A_APPROVED,2012/1/23 14:15:35,198735,7500
10972,A_REGISTERED,2012/1/23 14:15:35,198735,7500
10972,A_ACTIVATED,2012/1/23 14:15:35,198735,7500
112,A_SUBMITTED,2012/1/3 17:38:26,197659,50000
112,A_PARTLYSUBMITTED,2012/1/3 17:38:26,197659,50000
112,A_DECLINED,2012/1/3 17:39:05,197659,50000
112,A_SUBMITTED,2012/2/27 11:16:11,213240,13000
112,A_PARTLYSUBMITTED,2012/2/27 11:16:12,213240,13000
112,A_PREACCEPTED,2012/2/27 11:16:45,213240,13000
11180,A_CANCELLED,2012/2/28 18:54:23,213240,13000
112,A_SUBMITTED,2012/2/22 20:13:13,211967,7500
112,A_PARTLYSUBMITTED,2012/2/22 20:13:14,211967,7500
112,A_PREACCEPTED,2012/2/22 20:13:59,211967,7500
10933,A_ACCEPTED,2012/2/24 14:28:01,211967,7500
10933,A_FINALIZED,2012/2/24 14:28:34,211967,7500
112,A_SUBMITTED,2012/2/23 15:45:43,212211,15000
112,A_PARTLYSUBMITTED,2012/2/23 15:45:43,212211,15000
112,A_DECLINED,2012/2/23 15:46:22,212211,15000
112,A_SUBMITTED,2011/11/29 12:26:21,189826,28000
112,A_PARTLYSUBMITTED,2011/11/29 12:26:22,189826,28000
112,A_PREACCEPTED,2011/11/29 12:26:59,189826,28000
11121,A_ACCEPTED,2011/11/29 13:34:33,189826,28000
11121,A_FINALIZED,2011/11/29 13:36:14,189826,28000
11003,A_CANCELLED,2011/12/14 8:21:36,189826,28000
112,A_SUBMITTED,2012/1/31 15:28:15,205334,10000
112,A_PARTLYSUBMITTED,2012/1/31 15:28:15,205334,10000
112,A_PREACCEPTED,2012/1/31 15:28:47,205334,10000
10912,A_ACCEPTED,2012/2/16 15:16:53,205334,10000
10912,A_FINALIZED,2012/2/16 15:24:37,205334,10000
112,A_SUBMITTED,2012/1/11 19:23:39,200016,5000
112,A_PARTLYSUBMITTED,2012/1/11 19:23:39,200016,5000
112,A_DECLINED,2012/1/11 19:24:16,200016,5000
112,A_SUBMITTED,2011/11/20 15:21:18,187538,5000
112,A_PARTLYSUBMITTED,2011/11/20 15:21:18,187538,5000
112,A_DECLINED,2011/11/20 15:21:52,187538,5000
112,A_SUBMITTED,2011/10/5 12:59:13,174767,26000
112,A_PARTLYSUBMITTED,2011/10/5 12:59:14,174767,26000
112,A_PREACCEPTED,2011/10/5 13:00:08,174767,26000
11169,A_CANCELLED,2011/10/14 13:27:58,174767,26000
112,A_SUBMITTED,2011/12/15 14:43:24,193801,1500
112,A_PARTLYSUBMITTED,2011/12/15 14:43:24,193801,1500
112,A_DECLINED,2011/12/15 14:44:01,193801,1500
112,A_SUBMITTED,2012/1/14 12:16:24,200832,6000
112,A_PARTLYSUBMITTED,2012/1/14 12:16:26,200832,6000
10939,A_PREACCEPTED,2012/1/14 13:41:51,200832,6000
11189,A_ACCEPTED,2012/1/18 8:22:52,200832,6000
11189,A_FINALIZED,2012/1/18 8:27:08,200832,6000
10609,A_REGISTERED,2012/2/9 7:08:49,200832,6000
10609,A_APPROVED,2012/2/9 7:08:49,200832,6000
10609,A_ACTIVATED,2012/2/9 7:08:49,200832,6000
112,A_SUBMITTED,2011/12/20 8:18:04,194608,20000
112,A_PARTLYSUBMITTED,2011/12/20 8:18:04,194608,20000
11169,A_PREACCEPTED,2011/12/20 8:19:08,194608,20000
11169,A_ACCEPTED,2011/12/20 8:27:08,194608,20000
11169,A_FINALIZED,2011/12/20 8:31:29,194608,20000
10629,A_DECLINED,2011/12/29 15:08:43,194608,20000
112,A_SUBMITTED,2011/10/13 14:22:05,176738,5000
112,A_PARTLYSUBMITTED,2011/10/13 14:22:06,176738,5000
112,A_PREACCEPTED,2011/10/13 14:22:59,176738,5000
11120,A_ACCEPTED,2011/10/14 10:56:28,176738,5000
11120,A_FINALIZED,2011/10/14 10:57:53,176738,5000
11169,A_CANCELLED,2011/10/19 8:31:49,176738,5000
112,A_SUBMITTED,2011/11/18 17:38:36,187160,1000
112,A_PARTLYSUBMITTED,2011/11/18 17:38:36,187160,1000
11200,A_DECLINED,2011/11/18 17:57:56,187160,1000
112,A_SUBMITTED,2012/1/3 14:06:42,197557,10000
112,A_PARTLYSUBMITTED,2012/1/3 14:06:43,197557,10000
112,A_PREACCEPTED,2012/1/3 14:07:26,197557,10000
10982,A_ACCEPTED,2012/1/3 14:10:09,197557,10000
10982,A_FINALIZED,2012/1/3 14:14:36,197557,10000
112,A_CANCELLED,2012/2/3 8:15:31,197557,10000
112,A_SUBMITTED,2011/10/22 8:59:38,179017,7500
112,A_PARTLYSUBMITTED,2011/10/22 8:59:38,179017,7500
11111,A_PREACCEPTED,2011/10/22 10:33:14,179017,7500
112,A_CANCELLED,2011/11/22 8:15:09,179017,7500
112,A_SUBMITTED,2012/1/3 11:52:18,197509,2500
112,A_PARTLYSUBMITTED,2012/1/3 11:52:23,197509,2500
112,A_PREACCEPTED,2012/1/3 11:52:59,197509,2500
10929,A_ACCEPTED,2012/1/3 14:58:08,197509,2500
10929,A_FINALIZED,2012/1/3 15:02:05,197509,2500
112,A_CANCELLED,2012/2/11 8:16:04,197509,2500
112,A_SUBMITTED,2012/2/27 12:02:22,213261,15000
112,A_PARTLYSUBMITTED,2012/2/27 12:02:22,213261,15000
112,A_PREACCEPTED,2012/2/27 12:03:04,213261,15000
11009,A_ACCEPTED,2012/2/27 12:09:38,213261,15000
11009,A_FINALIZED,2012/2/27 12:10:23,213261,15000
10138,A_APPROVED,2012/3/6 14:32:26,213261,15000
10138,A_REGISTERED,2012/3/6 14:32:26,213261,15000
10138,A_ACTIVATED,2012/3/6 14:32:26,213261,15000
112,A_SUBMITTED,2012/1/31 11:55:36,205274,16000
112,A_PARTLYSUBMITTED,2012/1/31 11:55:36,205274,16000
112,A_PREACCEPTED,2012/1/31 11:56:15,205274,16000
10910,A_ACCEPTED,2012/1/31 15:13:43,205274,16000
10910,A_FINALIZED,2012/1/31 15:16:07,205274,16000
112,A_CANCELLED,2012/3/2 8:15:16,205274,16000
112,A_SUBMITTED,2012/2/9 19:15:26,207945,6000
112,A_PARTLYSUBMITTED,2012/2/9 19:15:26,207945,6000
11122,A_PREACCEPTED,2012/2/9 19:42:09,207945,6000
11003,A_ACCEPTED,2012/2/14 11:16:54,207945,6000
11003,A_FINALIZED,2012/2/14 11:20:45,207945,6000
11309,A_CANCELLED,2012/2/21 17:47:59,207945,6000
112,A_SUBMITTED,2011/10/18 17:07:56,177932,10000
112,A_PARTLYSUBMITTED,2011/10/18 17:07:56,177932,10000
112,A_DECLINED,2011/10/18 17:08:33,177932,10000
112,A_SUBMITTED,2011/12/19 20:15:49,194562,25000
112,A_PARTLYSUBMITTED,2011/12/19 20:15:49,194562,25000
112,A_PREACCEPTED,2011/12/19 20:16:24,194562,25000
11169,A_ACCEPTED,2011/12/20 8:41:29,194562,25000
11169,A_FINALIZED,2011/12/20 8:46:12,194562,25000
10909,A_CANCELLED,2012/1/17 11:02:07,194562,25000
112,A_SUBMITTED,2011/10/25 11:26:43,179685,1500
112,A_PARTLYSUBMITTED,2011/10/25 11:26:44,179685,1500
112,A_DECLINED,2011/10/25 11:27:17,179685,1500
112,A_SUBMITTED,2011/12/27 8:59:43,195746,10000
112,A_PARTLYSUBMITTED,2011/12/27 8:59:43,195746,10000
112,A_PREACCEPTED,2011/12/27 9:00:18,195746,10000
10939,A_ACCEPTED,2011/12/27 11:19:58,195746,10000
10939,A_FINALIZED,2011/12/27 11:21:52,195746,10000
10931,A_CANCELLED,2012/1/6 14:25:35,195746,10000
112,A_SUBMITTED,2012/1/16 9:50:37,201259,10000
112,A_PARTLYSUBMITTED,2012/1/16 9:50:37,201259,10000
112,A_PREACCEPTED,2012/1/16 9:51:20,201259,10000
112,A_CANCELLED,2012/2/16 8:15:23,201259,10000
112,A_SUBMITTED,2011/12/4 15:17:52,191121,7000
112,A_PARTLYSUBMITTED,2011/12/4 15:17:52,191121,7000
112,A_DECLINED,2011/12/4 15:18:27,191121,7000
112,A_SUBMITTED,2011/12/3 0:24:28,190863,5000
112,A_PARTLYSUBMITTED,2011/12/3 0:24:28,190863,5000
112,A_PREACCEPTED,2011/12/3 0:25:11,190863,5000
10862,A_ACCEPTED,2011/12/3 10:29:14,190863,5000
10862,A_FINALIZED,2011/12/3 10:31:37,190863,5000
10138,A_REGISTERED,2011/12/21 8:32:47,190863,5000
10138,A_APPROVED,2011/12/21 8:32:47,190863,5000
10138,A_ACTIVATED,2011/12/21 8:32:47,190863,5000
112,A_SUBMITTED,2011/12/20 11:20:23,194653,9000
112,A_PARTLYSUBMITTED,2011/12/20 11:20:23,194653,9000
112,A_PREACCEPTED,2011/12/20 11:20:59,194653,9000
11189,A_ACCEPTED,2011/12/20 11:28:04,194653,9000
11189,A_FINALIZED,2011/12/20 11:29:29,194653,9000
10609,A_ACTIVATED,2011/12/27 13:22:33,194653,9000
10609,A_REGISTERED,2011/12/27 13:22:33,194653,9000
10609,A_APPROVED,2011/12/27 13:22:33,194653,9000
112,A_SUBMITTED,2011/10/16 18:57:00,177356,8000
112,A_PARTLYSUBMITTED,2011/10/16 18:57:01,177356,8000
112,A_PREACCEPTED,2011/10/16 18:57:43,177356,8000
10913,A_CANCELLED,2011/10/17 14:46:03,177356,8000
112,A_SUBMITTED,2011/10/15 15:34:26,177200,5000
112,A_PARTLYSUBMITTED,2011/10/15 15:34:26,177200,5000
10881,A_PREACCEPTED,2011/10/17 7:15:25,177200,5000
10913,A_ACCEPTED,2011/10/17 13:00:35,177200,5000
10913,A_FINALIZED,2011/10/17 13:06:55,177200,5000
10862,A_CANCELLED,2011/11/5 15:23:38,177200,5000
112,A_SUBMITTED,2012/1/19 12:59:06,202289,7500
112,A_PARTLYSUBMITTED,2012/1/19 12:59:06,202289,7500
112,A_PREACCEPTED,2012/1/19 12:59:54,202289,7500
112,A_CANCELLED,2012/2/19 8:15:09,202289,7500
112,A_SUBMITTED,2011/11/2 15:18:50,181697,5000
112,A_PARTLYSUBMITTED,2011/11/2 15:18:50,181697,5000
112,A_DECLINED,2011/11/2 15:19:39,181697,5000
112,A_SUBMITTED,2011/12/2 8:09:36,190665,5000
112,A_PARTLYSUBMITTED,2011/12/2 8:09:36,190665,5000
112,A_DECLINED,2011/12/2 8:10:15,190665,5000
112,A_SUBMITTED,2011/11/2 10:19:27,181571,13000
112,A_PARTLYSUBMITTED,2011/11/2 10:19:28,181571,13000
112,A_PREACCEPTED,2011/11/2 10:20:20,181571,13000
11169,A_ACCEPTED,2011/11/2 10:24:04,181571,13000
